date,appliance,kwh
2026-03-16 15:00:00.716063,Router,2.16
2026-03-17 15:00:00.716063,AC,5.44
2026-03-17 15:00:00.716063,Fan,6.27
2026-03-17 15:00:00.716063,TV,5.65
2026-03-17 15:00:00.716063,Fridge,6.94
2026-03-17 15:00:00.716063,Router,5.83
2026-03-18 15:00:00.716063,AC,4.39
2026-03-18 15:00:00.716063,Fan,3.27
2026-03-18 15:00:00.716063,TV,5.43
2026-03-18 15:00:00.716063,Fridge,3.22
2026-03-18 15:00:00.716063,Router,6.79
2026-03-19 15:00:00.716063,AC,5.4
2026-03-19 15:00:00.716063,Fan,2.46
2026-03-19 15:00:00.716063,TV,3.77
2026-03-19 15:00:00.716063,Fridge,0.77
2026-03-19 15:00:00.716063,Router,1.7
2026-03-20 15:00:00.716063,AC,6.87
2026-03-20 15:00:00.716063,Fan,3.5
2026-03-20 15:00:00.716063,TV,6.5
2026-03-20 15:00:00.716063,Fridge,6.91
2026-03-20 15:00:00.716063,Router,2.04
