date,appliance,kwh
2025-05-13 15:00:00.597561,Fridge,4.6
2025-05-13 15:00:00.597561,Router,2.48
2025-05-14 15:00:00.597561,AC,5.33
2025-05-14 15:00:00.597561,Fan,0.61
2025-05-14 15:00:00.597561,TV,3.38
2025-05-14 15:00:00.597561,Fridge,2.18
2025-05-14 15:00:00.597561,Router,0.94
2025-05-15 15:00:00.597561,AC,1.33
2025-05-15 15:00:00.597561,Fan,5.96
2025-05-15 15:00:00.597561,TV,3.75
2025-05-15 15:00:00.597561,Fridge,2.25
2025-05-15 15:00:00.597561,Router,5.68
2025-05-16 15:00:00.597561,AC,3.15
2025-05-16 15:00:00.597561,Fan,4.05
2025-05-16 15:00:00.597561,TV,3.91
2025-05-16 15:00:00.597561,Fridge,5.97
2025-05-16 15:00:00.597561,Router,4.05
2025-05-17 15:00:00.597561,AC,2.17
2025-05-17 15:00:00.597561,Fan,3.51
2025-05-17 15:00:00.597561,TV,5.94
2025-05-17 15:00:00.597561,Fridge,2.26
2025-05-17 15:00:00.597561,Router,0.62
2025-05-18 15:00:00.597561,AC,0.9
2025-05-18 15:00:00.597561,Fan,0.66
2025-05-18 15:00:00.597561,TV,3.13
2025-05-18 15:00:00.597561,Fridge,1.03
2025-05-18 15:00:00.597561,Router,2.89
2025-05-19 15:00:00.597561,AC,2.07
2025-05-19 15:00:00.597561,Fan,2.19
2025-05-19 15:00:00.597561,TV,1.87
2025-05-19 15:00:00.597561,Fridge,0.5
2025-05-19 15:00:00.597561,Router,2.97
2025-05-20 15:00:00.597561,AC,2.53
2025-05-20 15:00:00.597561,Fan,2.6
2025-05-20 15:00:00.597561,TV,4.43
2025-05-20 15:00:00.597561,Fridge,2.85
2025-05-20 15:00:00.597561,Router,3.67
2025-05-21 15:00:00.597561,AC,4.44
2025-05-21 15:00:00.597561,Fan,2.13
2025-05-21 15:00:00.597561,TV,4.27
2025-05-21 15:00:00.597561,Fridge,4.56
2025-05-21 15:00:00.597561,Router,1.9
2025-05-22 15:00:00.597561,AC,1.16
2025-05-22 15:00:00.597561,Fan,5.43
2025-05-22 15:00:00.597561,TV,0.76
2025-05-22 15:00:00.597561,Fridge,2.63
2025-05-22 15:00:00.597561,Router,3.7
2025-05-23 15:00:00.597561,AC,2.66
2025-05-23 15:00:00.597561,Fan,4.42
2025-05-23 15:00:00.597561,TV,0.6
2025-05-23 15:00:00.597561,Fridge,2.05
2025-05-23 15:00:00.597561,Router,5.37
2025-05-24 15:00:00.597561,AC,4.43
2025-05-24 15:00:00.597561,Fan,4.33
2025-05-24 15:00:00.597561,TV,1.89
2025-05-24 15:00:00.597561,Fridge,4.96
2025-05-24 15:00:00.597561,Router,4.7
2025-05-25 15:00:00.597561,AC,2.38
2025-05-25 15:00:00.597561,Fan,0.98
2025-05-25 15:00:00.597561,TV,0.95
2025-05-25 15:00:00.597561,Fridge,3.9
2025-05-25 15:00:00.597561,Router,1.24
2025-05-26 15:00:00.597561,AC,2.64
2025-05-26 15:00:00.597561,Fan,1.72
2025-05-26 15:00:00.597561,TV,0.82
2025-05-26 15:00:00.597561,Fridge,1.2
2025-05-26 15:00:00.597561,Router,4.35
2025-05-27 15:00:00.597561,AC,2.75
2025-05-27 15:00:00.597561,Fan,5.81
2025-05-27 15:00:00.597561,TV,5.8
2025-05-27 15:00:00.597561,Fridge,1.14
2025-05-27 15:00:00.597561,Router,0.74
2025-05-28 15:00:00.597561,AC,3.54
2025-05-28 15:00:00.597561,Fan,3.83
2025-05-28 15:00:00.597561,TV,2.99
2025-05-28 15:00:00.597561,Fridge,5.02
2025-05-28 15:00:00.597561,Router,4.66
2025-05-29 15:00:00.597561,AC,2.42
2025-05-29 15:00:00.597561,Fan,5.32
2025-05-29 15:00:00.597561,TV,2.34
2025-05-29 15:00:00.597561,Fridge,2.93
2025-05-29 15:00:00.597561,Router,2.16
2025-05-30 15:00:00.597561,AC,3.92
2025-05-30 15:00:00.597561,Fan,2.2
2025-05-30 15:00:00.597561,TV,1.37
2025-05-30 15:00:00.597561,Fridge,4.7
2025-05-30 15:00:00.597561,Router,3.6
2025-05-31 15:00:00.597561,AC,2.43
2025-05-31 15:00:00.597561,Fan,1.19
2025-05-31 15:00:00.597561,TV,2.4
2025-05-31 15:00:00.597561,Fridge,5.51
2025-05-31 15:00:00.597561,Router,1.53
2025-06-01 15:00:00.597561,AC,5.06
2025-06-01 15:00:00.597561,Fan,4.75
2025-06-01 15:00:00.597561,TV,4.84
2025-06-01 15:00:00.597561,Fridge,1.27
2025-06-01 15:00:00.597561,Router,4.84
2025-06-02 15:00:00.597561,AC,2.86
2025-06-02 15:00:00.597561,Fan,1.28
2025-06-02 15:00:00.597561,TV,1.97
2025-06-02 15:00:00.597561,Fridge,2.85
2025-06-02 15:00:00.597561,Router,1.47
2025-06-03 15:00:00.597561,AC,1.27
2025-06-03 15:00:00.597561,Fan,3.03
2025-06-03 15:00:00.597561,TV,0.54
2025-06-03 15:00:00.597561,Fridge,1.52
2025-06-03 15:00:00.597561,Router,3.26
2025-06-04 15:00:00.597561,AC,4.86
2025-06-04 15:00:00.597561,Fan,4.36
2025-06-04 15:00:00.597561,TV,1.03
2025-06-04 15:00:00.597561,Fridge,0.73
2025-06-04 15:00:00.597561,Router,5.72
2025-06-05 15:00:00.597561,AC,1.83
2025-06-05 15:00:00.597561,Fan,3.22
2025-06-05 15:00:00.597561,TV,5.86
2025-06-05 15:00:00.597561,Fridge,4.14
2025-06-05 15:00:00.597561,Router,4.46
2025-06-06 15:00:00.597561,AC,3.92
2025-06-06 15:00:00.597561,Fan,5.33
2025-06-06 15:00:00.597561,TV,3.24
2025-06-06 15:00:00.597561,Fridge,3.75
2025-06-06 15:00:00.597561,Router,4.2
2025-06-07 15:00:00.597561,AC,1.63
2025-06-07 15:00:00.597561,Fan,4.59
2025-06-07 15:00:00.597561,TV,4.0
2025-06-07 15:00:00.597561,Fridge,3.53
2025-06-07 15:00:00.597561,Router,4.34
2025-06-08 15:00:00.597561,AC,1.69
2025-06-08 15:00:00.597561,Fan,3.23
2025-06-08 15:00:00.597561,TV,1.39
2025-06-08 15:00:00.597561,Fridge,3.65
2025-06-08 15:00:00.597561,Router,0.56
2025-06-09 15:00:00.597561,AC,5.65
2025-06-09 15:00:00.597561,Fan,5.9
2025-06-09 15:00:00.597561,TV,4.98
2025-06-09 15:00:00.597561,Fridge,5.7
2025-06-09 15:00:00.597561,Router,4.35
2025-06-10 15:00:00.597561,AC,0.51
2025-06-10 15:00:00.597561,Fan,3.59
2025-06-10 15:00:00.597561,TV,4.09
2025-06-10 15:00:00.597561,Fridge,4.56
2025-06-10 15:00:00.597561,Router,2.63
2025-06-11 15:00:00.597561,AC,1.36
2025-06-11 15:00:00.597561,Fan,3.88
2025-06-11 15:00:00.597561,TV,1.84
2025-06-11 15:00:00.597561,Fridge,1.27
2025-06-11 15:00:00.597561,Router,0.55
2025-06-12 15:00:00.597561,AC,3.15
2025-06-12 15:00:00.597561,Fan,0.52
2025-06-12 15:00:00.597561,TV,2.75
2025-06-12 15:00:00.597561,Fridge,1.23
2025-06-12 15:00:00.597561,Router,5.71
2025-06-13 15:00:00.597561,AC,4.53
2025-06-13 15:00:00.597561,Fan,5.05
2025-06-13 15:00:00.597561,TV,5.66
2025-06-13 15:00:00.597561,Fridge,5.22
2025-06-13 15:00:00.597561,Router,3.68
2025-06-14 15:00:00.597561,AC,0.81
2025-06-14 15:00:00.597561,Fan,3.61
2025-06-14 15:00:00.597561,TV,3.41
2025-06-14 15:00:00.597561,Fridge,5.79
2025-06-14 15:00:00.597561,Router,5.56
2025-06-15 15:00:00.597561,AC,5.8
2025-06-15 15:00:00.597561,Fan,2.8
2025-06-15 15:00:00.597561,TV,5.24
2025-06-15 15:00:00.597561,Fridge,5.37
2025-06-15 15:00:00.597561,Router,0.99
2025-06-16 15:00:00.597561,AC,5.21
2025-06-16 15:00:00.597561,Fan,4.71
2025-06-16 15:00:00.597561,TV,0.97
2025-06-16 15:00:00.597561,Fridge,4.38
2025-06-16 15:00:00.597561,Router,2.29
2025-06-17 15:00:00.597561,AC,5.69
2025-06-17 15:00:00.597561,Fan,2.92
2025-06-17 15:00:00.597561,TV,2.48
2025-06-17 15:00:00.597561,Fridge,6.0
2025-06-17 15:00:00.597561,Router,3.32
2025-06-18 15:00:00.597561,AC,5.22
2025-06-18 15:00:00.597561,Fan,5.93
2025-06-18 15:00:00.597561,TV,1.29
2025-06-18 15:00:00.597561,Fridge,2.48
2025-06-18 15:00:00.597561,Router,5.91
2025-06-19 15:00:00.597561,AC,3.72
2025-06-19 15:00:00.597561,Fan,1.83
2025-06-19 15:00:00.597561,TV,1.32
2025-06-19 15:00:00.597561,Fridge,3.86
2025-06-19 15:00:00.597561,Router,1.06
2025-06-20 15:00:00.597561,AC,3.52
2025-06-20 15:00:00.597561,Fan,3.98
2025-06-20 15:00:00.597561,TV,5.81
2025-06-20 15:00:00.597561,Fridge,1.05
2025-06-20 15:00:00.597561,Router,3.53
2025-06-21 15:00:00.597561,AC,5.24
2025-06-21 15:00:00.597561,Fan,4.02
2025-06-21 15:00:00.597561,TV,1.92
2025-06-21 15:00:00.597561,Fridge,5.81
2025-06-21 15:00:00.597561,Router,4.08
2025-06-22 15:00:00.597561,AC,3.92
2025-06-22 15:00:00.597561,Fan,4.64
2025-06-22 15:00:00.597561,TV,0.89
2025-06-22 15:00:00.597561,Fridge,4.61
2025-06-22 15:00:00.597561,Router,4.51
2025-06-23 15:00:00.597561,AC,4.7
2025-06-23 15:00:00.597561,Fan,2.6
2025-06-23 15:00:00.597561,TV,4.29
2025-06-23 15:00:00.597561,Fridge,4.04
2025-06-23 15:00:00.597561,Router,2.62
2025-06-24 15:00:00.597561,AC,1.68
2025-06-24 15:00:00.597561,Fan,2.02
2025-06-24 15:00:00.597561,TV,3.85
2025-06-24 15:00:00.597561,Fridge,2.64
2025-06-24 15:00:00.597561,Router,2.43
2025-06-25 15:00:00.597561,AC,3.41
2025-06-25 15:00:00.597561,Fan,2.98
2025-06-25 15:00:00.597561,TV,4.68
2025-06-25 15:00:00.597561,Fridge,2.48
2025-06-25 15:00:00.597561,Router,5.74
2025-06-26 15:00:00.597561,AC,1.2
2025-06-26 15:00:00.597561,Fan,1.01
2025-06-26 15:00:00.597561,TV,4.38
2025-06-26 15:00:00.597561,Fridge,3.89
2025-06-26 15:00:00.597561,Router,5.1
2025-06-27 15:00:00.597561,AC,3.34
2025-06-27 15:00:00.597561,Fan,5.48
2025-06-27 15:00:00.597561,TV,5.56
2025-06-27 15:00:00.597561,Fridge,2.01
2025-06-27 15:00:00.597561,Router,3.83
2025-06-28 15:00:00.597561,AC,4.87
2025-06-28 15:00:00.597561,Fan,3.92
2025-06-28 15:00:00.597561,TV,3.63
2025-06-28 15:00:00.597561,Fridge,3.5
2025-06-28 15:00:00.597561,Router,3.74
2025-06-29 15:00:00.597561,AC,2.87
2025-06-29 15:00:00.597561,Fan,1.38
2025-06-29 15:00:00.597561,TV,1.04
2025-06-29 15:00:00.597561,Fridge,5.96
2025-06-29 15:00:00.597561,Router,2.6
2025-06-30 15:00:00.597561,AC,4.94
2025-06-30 15:00:00.597561,Fan,4.26
2025-06-30 15:00:00.597561,TV,2.17
2025-06-30 15:00:00.597561,Fridge,0.77
2025-06-30 15:00:00.597561,Router,3.91
2025-07-01 15:00:00.597561,AC,2.57
2025-07-01 15:00:00.597561,Fan,5.94
2025-07-01 15:00:00.597561,TV,1.52
2025-07-01 15:00:00.597561,Fridge,3.78
2025-07-01 15:00:00.597561,Router,4.45
2025-07-02 15:00:00.597561,AC,0.66
2025-07-02 15:00:00.597561,Fan,0.87
2025-07-02 15:00:00.597561,TV,0.69
2025-07-02 15:00:00.597561,Fridge,1.41
2025-07-02 15:00:00.597561,Router,1.89
2025-07-03 15:00:00.597561,AC,2.58
2025-07-03 15:00:00.597561,Fan,4.78
2025-07-03 15:00:00.597561,TV,5.67
2025-07-03 15:00:00.597561,Fridge,3.68
2025-07-03 15:00:00.597561,Router,5.32
2025-07-04 15:00:00.597561,AC,5.47
2025-07-04 15:00:00.597561,Fan,0.77
2025-07-04 15:00:00.597561,TV,1.09
2025-07-04 15:00:00.597561,Fridge,5.03
2025-07-04 15:00:00.597561,Router,1.84
2025-07-05 15:00:00.597561,AC,5.89
2025-07-05 15:00:00.597561,Fan,1.06
2025-07-05 15:00:00.597561,TV,1.71
2025-07-05 15:00:00.597561,Fridge,1.98
2025-07-05 15:00:00.597561,Router,3.56
2025-07-06 15:00:00.597561,AC,4.73
2025-07-06 15:00:00.597561,Fan,3.0
2025-07-06 15:00:00.597561,TV,4.74
2025-07-06 15:00:00.597561,Fridge,5.15
2025-07-06 15:00:00.597561,Router,3.87
2025-07-07 15:00:00.597561,AC,2.71
2025-07-07 15:00:00.597561,Fan,1.65
2025-07-07 15:00:00.597561,TV,3.88
2025-07-07 15:00:00.597561,Fridge,4.87
2025-07-07 15:00:00.597561,Router,3.12
2025-07-08 15:00:00.597561,AC,4.67
2025-07-08 15:00:00.597561,Fan,4.26
2025-07-08 15:00:00.597561,TV,1.29
2025-07-08 15:00:00.597561,Fridge,3.88
2025-07-08 15:00:00.597561,Router,4.93
2025-07-09 15:00:00.597561,AC,2.08
2025-07-09 15:00:00.597561,Fan,4.9
2025-07-09 15:00:00.597561,TV,0.59
2025-07-09 15:00:00.597561,Fridge,3.32
2025-07-09 15:00:00.597561,Router,5.73
2025-07-10 15:00:00.597561,AC,5.28
2025-07-10 15:00:00.597561,Fan,4.33
2025-07-10 15:00:00.597561,TV,3.55
2025-07-10 15:00:00.597561,Fridge,4.67
2025-07-10 15:00:00.597561,Router,0.65
2025-07-11 15:00:00.597561,AC,3.24
2025-07-11 15:00:00.597561,Fan,4.21
2025-07-11 15:00:00.597561,TV,3.93
2025-07-11 15:00:00.597561,Fridge,2.46
2025-07-11 15:00:00.597561,Router,3.05
2025-07-12 15:00:00.597561,AC,4.25
2025-07-12 15:00:00.597561,Fan,3.42
2025-07-12 15:00:00.597561,TV,2.92
2025-07-12 15:00:00.597561,Fridge,1.45
2025-07-12 15:00:00.597561,Router,4.71
2025-07-13 15:00:00.597561,AC,3.49
2025-07-13 15:00:00.597561,Fan,2.91
2025-07-13 15:00:00.597561,TV,4.18
2025-07-13 15:00:00.597561,Fridge,1.58
2025-07-13 15:00:00.597561,Router,1.06
2025-07-14 15:00:00.597561,AC,1.58
2025-07-14 15:00:00.597561,Fan,5.85
2025-07-14 15:00:00.597561,TV,4.34
2025-07-14 15:00:00.597561,Fridge,0.97
2025-07-14 15:00:00.597561,Router,3.13
2025-07-15 15:00:00.597561,AC,1.66
2025-07-15 15:00:00.597561,Fan,5.2
2025-07-15 15:00:00.597561,TV,4.47
2025-07-15 15:00:00.597561,Fridge,1.06
2025-07-15 15:00:00.597561,Router,3.93
2025-07-16 15:00:00.597561,AC,5.72
2025-07-16 15:00:00.597561,Fan,4.37
2025-07-16 15:00:00.597561,TV,5.73
2025-07-16 15:00:00.597561,Fridge,5.44
2025-07-16 15:00:00.597561,Router,3.31
2025-07-17 15:00:00.597561,AC,1.97
2025-07-17 15:00:00.597561,Fan,0.89
