date,appliance,kwh
2025-12-29 15:00:00.545203,TV,4.09
2025-12-29 15:00:00.545203,Fridge,2.74
2025-12-29 15:00:00.545203,Router,4.16
2025-12-30 15:00:00.545203,AC,1.34
2025-12-30 15:00:00.545203,Fan,4.4
2025-12-30 15:00:00.545203,TV,4.45
2025-12-30 15:00:00.545203,Fridge,1.83
2025-12-30 15:00:00.545203,Router,2.99
2025-12-31 15:00:00.545203,AC,3.1
2025-12-31 15:00:00.545203,Fan,0.93
2025-12-31 15:00:00.545203,TV,2.09
2025-12-31 15:00:00.545203,Fridge,5.26
2025-12-31 15:00:00.545203,Router,2.63
2026-01-01 15:00:00.545203,AC,2.99
2026-01-01 15:00:00.545203,Fan,5.44
2026-01-01 15:00:00.545203,TV,2.04
2026-01-01 15:00:00.545203,Fridge,4.43
2026-01-01 15:00:00.545203,Router,2.89
2026-01-02 15:00:00.545203,AC,1.95
2026-01-02 15:00:00.545203,Fan,2.21
2026-01-02 15:00:00.545203,TV,3.54
2026-01-02 15:00:00.545203,Fridge,3.48
2026-01-02 15:00:00.545203,Router,3.24
2026-01-03 15:00:00.545203,AC,3.8
2026-01-03 15:00:00.545203,Fan,1.77
2026-01-03 15:00:00.545203,TV,3.45
2026-01-03 15:00:00.545203,Fridge,1.96
2026-01-03 15:00:00.545203,Router,3.09
2026-01-04 15:00:00.545203,AC,5.67
2026-01-04 15:00:00.545203,Fan,0.67
2026-01-04 15:00:00.545203,TV,2.36
2026-01-04 15:00:00.545203,Fridge,3.35
2026-01-04 15:00:00.545203,Router,1.46
2026-01-05 15:00:00.545203,AC,1.98
2026-01-05 15:00:00.545203,Fan,2.92
2026-01-05 15:00:00.545203,TV,1.38
2026-01-05 15:00:00.545203,Fridge,4.57
2026-01-05 15:00:00.545203,Router,2.78
2026-01-06 15:00:00.545203,AC,5.92
2026-01-06 15:00:00.545203,Fan,0.95
2026-01-06 15:00:00.545203,TV,5.18
2026-01-06 15:00:00.545203,Fridge,0.75
2026-01-06 15:00:00.545203,Router,3.76
2026-01-07 15:00:00.545203,AC,2.77
2026-01-07 15:00:00.545203,Fan,4.94
2026-01-07 15:00:00.545203,TV,3.72
2026-01-07 15:00:00.545203,Fridge,4.62
2026-01-07 15:00:00.545203,Router,1.75
2026-01-08 15:00:00.545203,AC,5.89
2026-01-08 15:00:00.545203,Fan,1.66
2026-01-08 15:00:00.545203,TV,5.72
2026-01-08 15:00:00.545203,Fridge,2.96
2026-01-08 15:00:00.545203,Router,4.53
2026-01-09 15:00:00.545203,AC,4.22
2026-01-09 15:00:00.545203,Fan,4.22
2026-01-09 15:00:00.545203,TV,3.76
2026-01-09 15:00:00.545203,Fridge,1.46
2026-01-09 15:00:00.545203,Router,3.67
2026-01-10 15:00:00.545203,AC,1.59
2026-01-10 15:00:00.545203,Fan,3.78
2026-01-10 15:00:00.545203,TV,2.29
2026-01-10 15:00:00.545203,Fridge,2.38
2026-01-10 15:00:00.545203,Router,0.52
2026-01-11 15:00:00.545203,AC,2.09
2026-01-11 15:00:00.545203,Fan,4.98
2026-01-11 15:00:00.545203,TV,3.97
2026-01-11 15:00:00.545203,Fridge,2.19
2026-01-11 15:00:00.545203,Router,1.89
2026-01-12 15:00:00.545203,AC,5.8
2026-01-12 15:00:00.545203,Fan,1.34
2026-01-12 15:00:00.545203,TV,4.3
2026-01-12 15:00:00.545203,Fridge,1.93
2026-01-12 15:00:00.545203,Router,2.18
2026-01-13 15:00:00.545203,AC,5.78
2026-01-13 15:00:00.545203,Fan,1.58
2026-01-13 15:00:00.545203,TV,1.36
2026-01-13 15:00:00.545203,Fridge,4.91
2026-01-13 15:00:00.545203,Router,4.54
2026-01-14 15:00:00.545203,AC,2.98
2026-01-14 15:00:00.545203,Fan,0.5
2026-01-14 15:00:00.545203,TV,1.88
2026-01-14 15:00:00.545203,Fridge,3.15
2026-01-14 15:00:00.545203,Router,3.31
2026-01-15 15:00:00.545203,AC,2.77
2026-01-15 15:00:00.545203,Fan,0.71
2026-01-15 15:00:00.545203,TV,3.86
2026-01-15 15:00:00.545203,Fridge,1.24
2026-01-15 15:00:00.545203,Router,5.66
2026-01-16 15:00:00.545203,AC,4.87
2026-01-16 15:00:00.545203,Fan,0.58
2026-01-16 15:00:00.545203,TV,3.07
2026-01-16 15:00:00.545203,Fridge,4.23
2026-01-16 15:00:00.545203,Router,2.16
2026-01-17 15:00:00.545203,AC,5.73
2026-01-17 15:00:00.545203,Fan,1.31
2026-01-17 15:00:00.545203,TV,4.09
2026-01-17 15:00:00.545203,Fridge,3.69
2026-01-17 15:00:00.545203,Router,1.22
2026-01-18 15:00:00.545203,AC,4.19
2026-01-18 15:00:00.545203,Fan,0.55
2026-01-18 15:00:00.545203,TV,4.03
2026-01-18 15:00:00.545203,Fridge,3.59
2026-01-18 15:00:00.545203,Router,3.84
2026-01-19 15:00:00.545203,AC,3.39
2026-01-19 15:00:00.545203,Fan,0.52
2026-01-19 15:00:00.545203,TV,4.37
2026-01-19 15:00:00.545203,Fridge,3.11
2026-01-19 15:00:00.545203,Router,0.77
2026-01-20 15:00:00.545203,AC,3.67
2026-01-20 15:00:00.545203,Fan,2.85
2026-01-20 15:00:00.545203,TV,3.82
2026-01-20 15:00:00.545203,Fridge,2.38
2026-01-20 15:00:00.545203,Router,5.03
2026-01-21 15:00:00.545203,AC,4.29
2026-01-21 15:00:00.545203,Fan,5.8
2026-01-21 15:00:00.545203,TV,1.03
2026-01-21 15:00:00.545203,Fridge,2.4
2026-01-21 15:00:00.545203,Router,5.33
2026-01-22 15:00:00.545203,AC,1.9
2026-01-22 15:00:00.545203,Fan,4.58
2026-01-22 15:00:00.545203,TV,0.63
2026-01-22 15:00:00.545203,Fridge,2.05
2026-01-22 15:00:00.545203,Router,2.57
2026-01-23 15:00:00.545203,AC,1.38
2026-01-23 15:00:00.545203,Fan,4.7
2026-01-23 15:00:00.545203,TV,4.78
2026-01-23 15:00:00.545203,Fridge,2.12
2026-01-23 15:00:00.545203,Router,1.15
2026-01-24 15:00:00.545203,AC,1.54
2026-01-24 15:00:00.545203,Fan,0.92
2026-01-24 15:00:00.545203,TV,4.26
2026-01-24 15:00:00.545203,Fridge,2.29
2026-01-24 15:00:00.545203,Router,3.52
2026-01-25 15:00:00.545203,AC,4.63
2026-01-25 15:00:00.545203,Fan,2.02
2026-01-25 15:00:00.545203,TV,2.04
2026-01-25 15:00:00.545203,Fridge,2.27
2026-01-25 15:00:00.545203,Router,2.34
2026-01-26 15:00:00.545203,AC,2.94
2026-01-26 15:00:00.545203,Fan,2.06
2026-01-26 15:00:00.545203,TV,5.57
2026-01-26 15:00:00.545203,Fridge,1.59
2026-01-26 15:00:00.545203,Router,0.9
2026-01-27 15:00:00.545203,AC,4.88
2026-01-27 15:00:00.545203,Fan,5.69
2026-01-27 15:00:00.545203,TV,0.8
2026-01-27 15:00:00.545203,Fridge,0.96
2026-01-27 15:00:00.545203,Router,1.85
2026-01-28 15:00:00.545203,AC,3.3
2026-01-28 15:00:00.545203,Fan,1.81
2026-01-28 15:00:00.545203,TV,4.18
2026-01-28 15:00:00.545203,Fridge,3.06
2026-01-28 15:00:00.545203,Router,5.95
2026-01-29 15:00:00.545203,AC,3.92
2026-01-29 15:00:00.545203,Fan,5.77
2026-01-29 15:00:00.545203,TV,3.33
2026-01-29 15:00:00.545203,Fridge,2.2
2026-01-29 15:00:00.545203,Router,5.97
2026-01-30 15:00:00.545203,AC,0.89
2026-01-30 15:00:00.545203,Fan,2.64
2026-01-30 15:00:00.545203,TV,3.22
2026-01-30 15:00:00.545203,Fridge,4.57
2026-01-30 15:00:00.545203,Router,0.71
2026-01-31 15:00:00.545203,AC,3.68
2026-01-31 15:00:00.545203,Fan,5.84
2026-01-31 15:00:00.545203,TV,1.77
2026-01-31 15:00:00.545203,Fridge,2.62
2026-01-31 15:00:00.545203,Router,2.34
2026-02-01 15:00:00.545203,AC,0.55
2026-02-01 15:00:00.545203,Fan,4.49
2026-02-01 15:00:00.545203,TV,0.74
2026-02-01 15:00:00.545203,Fridge,3.85
2026-02-01 15:00:00.545203,Router,3.18
2026-02-02 15:00:00.545203,AC,2.93
2026-02-02 15:00:00.545203,Fan,0.74
2026-02-02 15:00:00.545203,TV,0.52
2026-02-02 15:00:00.545203,Fridge,2.17
2026-02-02 15:00:00.545203,Router,3.48
2026-02-03 15:00:00.545203,AC,4.07
2026-02-03 15:00:00.545203,Fan,4.46
2026-02-03 15:00:00.545203,TV,0.82
2026-02-03 15:00:00.545203,Fridge,5.27
2026-02-03 15:00:00.545203,Router,2.5
2026-02-04 15:00:00.545203,AC,2.34
2026-02-04 15:00:00.545203,Fan,2.47
2026-02-04 15:00:00.545203,TV,3.04
2026-02-04 15:00:00.545203,Fridge,3.79
2026-02-04 15:00:00.545203,Router,1.51
2026-02-05 15:00:00.545203,AC,2.48
2026-02-05 15:00:00.545203,Fan,3.6
2026-02-05 15:00:00.545203,TV,0.53
2026-02-05 15:00:00.545203,Fridge,4.3
2026-02-05 15:00:00.545203,Router,5.39
2026-02-06 15:00:00.545203,AC,4.23
2026-02-06 15:00:00.545203,Fan,5.01
2026-02-06 15:00:00.545203,TV,4.96
2026-02-06 15:00:00.545203,Fridge,2.66
2026-02-06 15:00:00.545203,Router,4.55
2026-02-07 15:00:00.545203,AC,3.63
2026-02-07 15:00:00.545203,Fan,2.16
2026-02-07 15:00:00.545203,TV,5.91
2026-02-07 15:00:00.545203,Fridge,0.73
2026-02-07 15:00:00.545203,Router,1.53
2026-02-08 15:00:00.545203,AC,1.6
2026-02-08 15:00:00.545203,Fan,4.14
2026-02-08 15:00:00.545203,TV,5.74
2026-02-08 15:00:00.545203,Fridge,5.11
2026-02-08 15:00:00.545203,Router,2.52
2026-02-09 15:00:00.545203,AC,5.26
2026-02-09 15:00:00.545203,Fan,3.13
2026-02-09 15:00:00.545203,TV,3.7
2026-02-09 15:00:00.545203,Fridge,2.73
2026-02-09 15:00:00.545203,Router,5.2
2026-02-10 15:00:00.545203,AC,0.84
2026-02-10 15:00:00.545203,Fan,4.54
2026-02-10 15:00:00.545203,TV,1.98
2026-02-10 15:00:00.545203,Fridge,3.44
2026-02-10 15:00:00.545203,Router,5.82
2026-02-11 15:00:00.545203,AC,5.79
2026-02-11 15:00:00.545203,Fan,5.17
2026-02-11 15:00:00.545203,TV,0.56
2026-02-11 15:00:00.545203,Fridge,2.94
2026-02-11 15:00:00.545203,Router,2.49
2026-02-12 15:00:00.545203,AC,2.39
2026-02-12 15:00:00.545203,Fan,6.0
2026-02-12 15:00:00.545203,TV,3.38
2026-02-12 15:00:00.545203,Fridge,2.16
2026-02-12 15:00:00.545203,Router,4.89
2026-02-13 15:00:00.545203,AC,3.29
2026-02-13 15:00:00.545203,Fan,5.73
2026-02-13 15:00:00.545203,TV,2.89
2026-02-13 15:00:00.545203,Fridge,5.04
2026-02-13 15:00:00.545203,Router,5.7
2026-02-14 15:00:00.545203,AC,3.4
2026-02-14 15:00:00.545203,Fan,5.79
2026-02-14 15:00:00.545203,TV,1.53
2026-02-14 15:00:00.545203,Fridge,4.29
2026-02-14 15:00:00.545203,Router,3.52
2026-02-15 15:00:00.545203,AC,5.94
2026-02-15 15:00:00.545203,Fan,5.89
2026-02-15 15:00:00.545203,TV,4.75
2026-02-15 15:00:00.545203,Fridge,1.31
2026-02-15 15:00:00.545203,Router,2.14
2026-02-16 15:00:00.545203,AC,2.41
2026-02-16 15:00:00.545203,Fan,0.98
2026-02-16 15:00:00.545203,TV,3.09
2026-02-16 15:00:00.545203,Fridge,4.12
2026-02-16 15:00:00.545203,Router,0.69
2026-02-17 15:00:00.545203,AC,5.94
2026-02-17 15:00:00.545203,Fan,3.14
2026-02-17 15:00:00.545203,TV,0.93
2026-02-17 15:00:00.545203,Fridge,3.08
2026-02-17 15:00:00.545203,Router,4.74
2026-02-18 15:00:00.545203,AC,5.21
2026-02-18 15:00:00.545203,Fan,3.53
2026-02-18 15:00:00.545203,TV,5.66
2026-02-18 15:00:00.545203,Fridge,3.73
2026-02-18 15:00:00.545203,Router,0.69
2026-02-19 15:00:00.545203,AC,3.59
2026-02-19 15:00:00.545203,Fan,5.24
2026-02-19 15:00:00.545203,TV,0.68
2026-02-19 15:00:00.545203,Fridge,1.21
2026-02-19 15:00:00.545203,Router,5.17
2026-02-20 15:00:00.545203,AC,1.64
2026-02-20 15:00:00.545203,Fan,2.27
2026-02-20 15:00:00.545203,TV,0.86
2026-02-20 15:00:00.545203,Fridge,4.31
2026-02-20 15:00:00.545203,Router,4.97
2026-02-21 15:00:00.545203,AC,1.44
2026-02-21 15:00:00.545203,Fan,5.43
2026-02-21 15:00:00.545203,TV,2.05
2026-02-21 15:00:00.545203,Fridge,2.19
2026-02-21 15:00:00.545203,Router,2.45
2026-02-22 15:00:00.545203,AC,5.27
2026-02-22 15:00:00.545203,Fan,2.51
2026-02-22 15:00:00.545203,TV,4.55
2026-02-22 15:00:00.545203,Fridge,4.88
2026-02-22 15:00:00.545203,Router,3.13
2026-02-23 15:00:00.545203,AC,4.41
2026-02-23 15:00:00.545203,Fan,5.46
2026-02-23 15:00:00.545203,TV,4.07
2026-02-23 15:00:00.545203,Fridge,2.16
2026-02-23 15:00:00.545203,Router,4.62
2026-02-24 15:00:00.545203,AC,1.03
2026-02-24 15:00:00.545203,Fan,5.31
2026-02-24 15:00:00.545203,TV,4.68
2026-02-24 15:00:00.545203,Fridge,2.26
2026-02-24 15:00:00.545203,Router,2.54
2026-02-25 15:00:00.545203,AC,0.72
2026-02-25 15:00:00.545203,Fan,3.0
2026-02-25 15:00:00.545203,TV,5.57
2026-02-25 15:00:00.545203,Fridge,4.1
2026-02-25 15:00:00.545203,Router,0.53
2026-02-26 15:00:00.545203,AC,0.94
2026-02-26 15:00:00.545203,Fan,2.06
2026-02-26 15:00:00.545203,TV,3.56
2026-02-26 15:00:00.545203,Fridge,1.18
2026-02-26 15:00:00.545203,Router,4.14
2026-02-27 15:00:00.545203,AC,4.75
2026-02-27 15:00:00.545203,Fan,0.97
2026-02-27 15:00:00.545203,TV,3.03
2026-02-27 15:00:00.545203,Fridge,5.0
2026-02-27 15:00:00.545203,Router,5.0
2026-02-28 15:00:00.545203,AC,4.94
2026-02-28 15:00:00.545203,Fan,3.71
2026-02-28 15:00:00.545203,TV,3.84
2026-02-28 15:00:00.545203,Fridge,5.14
2026-02-28 15:00:00.545203,Router,5.51
2026-03-01 15:00:00.545203,AC,4.33
2026-03-01 15:00:00.545203,Fan,1.52
2026-03-01 15:00:00.545203,TV,1.24
2026-03-01 15:00:00.545203,Fridge,2.47
2026-03-01 15:00:00.545203,Router,3.12
2026-03-02 15:00:00.545203,AC,5.28
2026-03-02 15:00:00.545203,Fan,2.29
2026-03-02 15:00:00.545203,TV,5.5
2026-03-02 15:00:00.545203,Fridge,4.17
2026-03-02 15:00:00.545203,Router,1.07
2026-03-03 15:00:00.545203,AC,2.04
2026-03-03 15:00:00.545203,Fan,4.69
2026-03-03 15:00:00.545203,TV,0.76
2026-03-03 15:00:00.545203,Fridge,5.04
2026-03-03 15:00:00.545203,Router,2.43
2026-03-04 15:00:00.545203,AC,3.51
2026-03-04 15:00:00.545203,Fan,4.1
2026-03-04 15:00:00.545203,TV,1.9
2026-03-04 15:00:00.545203,Fridge,5.35
2026-03-04 15:00:00.545203,Router,0.9
2026-03-05 15:00:00.545203,AC,2.37
2026-03-05 15:00:00.545203,Fan,3.63
2026-03-05 15:00:00.545203,TV,5.13
2026-03-05 15:00:00.545203,Fridge,2.52
2026-03-05 15:00:00.545203,Router,4.17
2026-03-06 15:00:00.545203,AC,3.18
2026-03-06 15:00:00.545203,Fan,2.12
2026-03-06 15:00:00.545203,TV,3.17
2026-03-06 15:00:00.545203,Fridge,3.96
2026-03-06 15:00:00.545203,Router,2.17
2026-03-07 15:00:00.545203,AC,5.96
2026-03-07 15:00:00.545203,Fan,2.82
2026-03-07 15:00:00.545203,TV,2.0
2026-03-07 15:00:00.545203,Fridge,2.81
2026-03-07 15:00:00.545203,Router,4.74
2026-03-08 15:00:00.545203,AC,1.63
2026-03-08 15:00:00.545203,Fan,2.03
2026-03-08 15:00:00.545203,TV,1.79
2026-03-08 15:00:00.545203,Fridge,2.29
2026-03-08 15:00:00.545203,Router,5.62
2026-03-09 15:00:00.545203,AC,2.89
2026-03-09 15:00:00.545203,Fan,5.34
2026-03-09 15:00:00.545203,TV,0.59
2026-03-09 15:00:00.545203,Fridge,1.29
2026-03-09 15:00:00.545203,Router,5.02
2026-03-10 15:00:00.545203,AC,4.54
2026-03-10 15:00:00.545203,Fan,1.14
2026-03-10 15:00:00.545203,TV,1.68
2026-03-10 15:00:00.545203,Fridge,2.06
2026-03-10 15:00:00.545203,Router,1.49
2026-03-11 15:00:00.545203,AC,3.81
2026-03-11 15:00:00.545203,Fan,5.32
2026-03-11 15:00:00.545203,TV,4.61
2026-03-11 15:00:00.545203,Fridge,3.79
2026-03-11 15:00:00.545203,Router,1.54
2026-03-12 15:00:00.545203,AC,1.09
2026-03-12 15:00:00.545203,Fan,0.64
2026-03-12 15:00:00.545203,TV,2.32
2026-03-12 15:00:00.545203,Fridge,3.72
2026-03-12 15:00:00.545203,Router,4.63
2026-03-13 15:00:00.545203,AC,4.16
2026-03-13 15:00:00.545203,Fan,3.17
2026-03-13 15:00:00.545203,TV,1.34
2026-03-13 15:00:00.545203,Fridge,3.66
2026-03-13 15:00:00.545203,Router,5.21
2026-03-14 15:00:00.545203,AC,0.91
2026-03-14 15:00:00.545203,Fan,2.09
2026-03-14 15:00:00.545203,TV,3.77
2026-03-14 15:00:00.545203,Fridge,4.65
2026-03-14 15:00:00.545203,Router,3.1
2026-03-15 15:00:00.545203,AC,0.88
2026-03-15 15:00:00.545203,Fan,1.65
2026-03-15 15:00:00.545203,TV,1.46
2026-03-15 15:00:00.545203,Fridge,2.48
2026-03-15 15:00:00.545203,Router,3.21
2026-03-16 15:00:00.545203,AC,3.26
2026-03-16 15:00:00.545203,Fan,1.88
2026-03-16 15:00:00.545203,TV,1.79
2026-03-16 15:00:00.545203,Fridge,5.31
2026-03-16 15:00:00.545203,Router,3.0
2026-03-17 15:00:00.545203,AC,5.54
2026-03-17 15:00:00.545203,Fan,5.29
2026-03-17 15:00:00.545203,TV,2.04
2026-03-17 15:00:00.545203,Fridge,5.44
2026-03-17 15:00:00.545203,Router,3.97
2026-03-18 15:00:00.545203,AC,4.0
2026-03-18 15:00:00.545203,Fan,4.64
2026-03-18 15:00:00.545203,TV,5.24
2026-03-18 15:00:00.545203,Fridge,1.35
2026-03-18 15:00:00.545203,Router,3.57
2026-03-19 15:00:00.545203,AC,1.01
2026-03-19 15:00:00.545203,Fan,3.23
2026-03-19 15:00:00.545203,TV,0.53
2026-03-19 15:00:00.545203,Fridge,3.37
2026-03-19 15:00:00.545203,Router,5.27
2026-03-20 15:00:00.545203,AC,3.7
2026-03-20 15:00:00.545203,Fan,2.07
2026-03-20 15:00:00.545203,TV,1.16
2026-03-20 15:00:00.545203,Fridge,2.01
2026-03-20 15:00:00.545203,Router,0.67
