date,appliance,kwh
2026-01-01 15:00:00.734659,TV,5.55
2026-01-01 15:00:00.734659,Fridge,4.29
2026-01-01 15:00:00.734659,Router,8.0
2026-01-02 15:00:00.734659,AC,2.31
2026-01-02 15:00:00.734659,Fan,1.03
2026-01-02 15:00:00.734659,TV,8.66
2026-01-02 15:00:00.734659,Fridge,8.97
2026-01-02 15:00:00.734659,Router,2.66
2026-01-03 15:00:00.734659,AC,5.51
2026-01-03 15:00:00.734659,Fan,3.39
2026-01-03 15:00:00.734659,TV,3.49
2026-01-03 15:00:00.734659,Fridge,1.72
2026-01-03 15:00:00.734659,Router,4.7
2026-01-04 15:00:00.734659,AC,1.99
2026-01-04 15:00:00.734659,Fan,6.39
2026-01-04 15:00:00.734659,TV,7.87
2026-01-04 15:00:00.734659,Fridge,6.68
2026-01-04 15:00:00.734659,Router,7.27
2026-01-05 15:00:00.734659,AC,6.98
2026-01-05 15:00:00.734659,Fan,3.58
2026-01-05 15:00:00.734659,TV,5.22
2026-01-05 15:00:00.734659,Fridge,3.83
2026-01-05 15:00:00.734659,Router,8.78
2026-01-06 15:00:00.734659,AC,6.33
2026-01-06 15:00:00.734659,Fan,2.71
2026-01-06 15:00:00.734659,TV,0.87
2026-01-06 15:00:00.734659,Fridge,5.68
2026-01-06 15:00:00.734659,Router,7.91
2026-01-07 15:00:00.734659,AC,8.71
2026-01-07 15:00:00.734659,Fan,7.82
2026-01-07 15:00:00.734659,TV,4.24
2026-01-07 15:00:00.734659,Fridge,1.32
2026-01-07 15:00:00.734659,Router,7.43
2026-01-08 15:00:00.734659,AC,7.67
2026-01-08 15:00:00.734659,Fan,3.59
2026-01-08 15:00:00.734659,TV,6.59
2026-01-08 15:00:00.734659,Fridge,5.19
2026-01-08 15:00:00.734659,Router,6.56
2026-01-09 15:00:00.734659,AC,4.71
2026-01-09 15:00:00.734659,Fan,0.87
2026-01-09 15:00:00.734659,TV,6.87
2026-01-09 15:00:00.734659,Fridge,8.01
2026-01-09 15:00:00.734659,Router,8.38
2026-01-10 15:00:00.734659,AC,4.91
2026-01-10 15:00:00.734659,Fan,2.75
2026-01-10 15:00:00.734659,TV,2.05
2026-01-10 15:00:00.734659,Fridge,0.79
2026-01-10 15:00:00.734659,Router,0.9
2026-01-11 15:00:00.734659,AC,4.04
2026-01-11 15:00:00.734659,Fan,1.88
2026-01-11 15:00:00.734659,TV,5.76
2026-01-11 15:00:00.734659,Fridge,8.68
2026-01-11 15:00:00.734659,Router,6.64
2026-01-12 15:00:00.734659,AC,0.98
2026-01-12 15:00:00.734659,Fan,8.19
2026-01-12 15:00:00.734659,TV,4.19
2026-01-12 15:00:00.734659,Fridge,8.2
2026-01-12 15:00:00.734659,Router,8.29
2026-01-13 15:00:00.734659,AC,5.37
2026-01-13 15:00:00.734659,Fan,4.33
2026-01-13 15:00:00.734659,TV,1.12
2026-01-13 15:00:00.734659,Fridge,2.48
2026-01-13 15:00:00.734659,Router,7.42
2026-01-14 15:00:00.734659,AC,1.87
2026-01-14 15:00:00.734659,Fan,5.06
2026-01-14 15:00:00.734659,TV,6.21
2026-01-14 15:00:00.734659,Fridge,5.13
2026-01-14 15:00:00.734659,Router,8.22
2026-01-15 15:00:00.734659,AC,1.76
2026-01-15 15:00:00.734659,Fan,3.14
2026-01-15 15:00:00.734659,TV,1.39
2026-01-15 15:00:00.734659,Fridge,4.38
2026-01-15 15:00:00.734659,Router,7.13
2026-01-16 15:00:00.734659,AC,1.79
2026-01-16 15:00:00.734659,Fan,7.43
2026-01-16 15:00:00.734659,TV,8.48
2026-01-16 15:00:00.734659,Fridge,0.81
2026-01-16 15:00:00.734659,Router,1.26
2026-01-17 15:00:00.734659,AC,6.05
2026-01-17 15:00:00.734659,Fan,5.35
2026-01-17 15:00:00.734659,TV,2.21
2026-01-17 15:00:00.734659,Fridge,4.92
2026-01-17 15:00:00.734659,Router,5.04
2026-01-18 15:00:00.734659,AC,1.87
2026-01-18 15:00:00.734659,Fan,3.13
2026-01-18 15:00:00.734659,TV,2.76
2026-01-18 15:00:00.734659,Fridge,8.36
2026-01-18 15:00:00.734659,Router,6.65
2026-01-19 15:00:00.734659,AC,5.12
2026-01-19 15:00:00.734659,Fan,1.5
2026-01-19 15:00:00.734659,TV,6.37
2026-01-19 15:00:00.734659,Fridge,8.24
2026-01-19 15:00:00.734659,Router,2.12
2026-01-20 15:00:00.734659,AC,3.1
2026-01-20 15:00:00.734659,Fan,4.85
2026-01-20 15:00:00.734659,TV,6.5
2026-01-20 15:00:00.734659,Fridge,5.36
2026-01-20 15:00:00.734659,Router,7.41
2026-01-21 15:00:00.734659,AC,7.24
2026-01-21 15:00:00.734659,Fan,7.4
2026-01-21 15:00:00.734659,TV,4.98
2026-01-21 15:00:00.734659,Fridge,7.25
2026-01-21 15:00:00.734659,Router,8.69
2026-01-22 15:00:00.734659,AC,3.12
2026-01-22 15:00:00.734659,Fan,1.99
2026-01-22 15:00:00.734659,TV,2.22
2026-01-22 15:00:00.734659,Fridge,8.89
2026-01-22 15:00:00.734659,Router,4.89
2026-01-23 15:00:00.734659,AC,6.78
2026-01-23 15:00:00.734659,Fan,3.7
2026-01-23 15:00:00.734659,TV,5.96
2026-01-23 15:00:00.734659,Fridge,5.84
2026-01-23 15:00:00.734659,Router,8.5
2026-01-24 15:00:00.734659,AC,6.33
2026-01-24 15:00:00.734659,Fan,4.78
2026-01-24 15:00:00.734659,TV,7.39
2026-01-24 15:00:00.734659,Fridge,3.15
2026-01-24 15:00:00.734659,Router,5.58
2026-01-25 15:00:00.734659,AC,4.22
2026-01-25 15:00:00.734659,Fan,2.57
2026-01-25 15:00:00.734659,TV,4.55
2026-01-25 15:00:00.734659,Fridge,6.35
2026-01-25 15:00:00.734659,Router,3.37
2026-01-26 15:00:00.734659,AC,7.76
2026-01-26 15:00:00.734659,Fan,7.7
2026-01-26 15:00:00.734659,TV,3.49
2026-01-26 15:00:00.734659,Fridge,5.07
2026-01-26 15:00:00.734659,Router,3.63
2026-01-27 15:00:00.734659,AC,2.88
2026-01-27 15:00:00.734659,Fan,8.02
2026-01-27 15:00:00.734659,TV,8.18
2026-01-27 15:00:00.734659,Fridge,4.1
2026-01-27 15:00:00.734659,Router,5.61
2026-01-28 15:00:00.734659,AC,8.84
2026-01-28 15:00:00.734659,Fan,3.34
2026-01-28 15:00:00.734659,TV,8.28
2026-01-28 15:00:00.734659,Fridge,2.15
2026-01-28 15:00:00.734659,Router,1.13
2026-01-29 15:00:00.734659,AC,7.21
2026-01-29 15:00:00.734659,Fan,1.54
2026-01-29 15:00:00.734659,TV,4.57
2026-01-29 15:00:00.734659,Fridge,5.69
2026-01-29 15:00:00.734659,Router,4.5
2026-01-30 15:00:00.734659,AC,6.97
2026-01-30 15:00:00.734659,Fan,7.09
2026-01-30 15:00:00.734659,TV,2.22
2026-01-30 15:00:00.734659,Fridge,6.73
2026-01-30 15:00:00.734659,Router,5.02
2026-01-31 15:00:00.734659,AC,2.25
2026-01-31 15:00:00.734659,Fan,1.86
2026-01-31 15:00:00.734659,TV,8.55
2026-01-31 15:00:00.734659,Fridge,4.98
2026-01-31 15:00:00.734659,Router,0.84
2026-02-01 15:00:00.734659,AC,5.76
2026-02-01 15:00:00.734659,Fan,2.54
2026-02-01 15:00:00.734659,TV,8.86
2026-02-01 15:00:00.734659,Fridge,4.7
2026-02-01 15:00:00.734659,Router,7.27
2026-02-02 15:00:00.734659,AC,6.56
2026-02-02 15:00:00.734659,Fan,2.75
2026-02-02 15:00:00.734659,TV,8.58
2026-02-02 15:00:00.734659,Fridge,7.77
2026-02-02 15:00:00.734659,Router,2.94
2026-02-03 15:00:00.734659,AC,5.81
2026-02-03 15:00:00.734659,Fan,4.27
2026-02-03 15:00:00.734659,TV,0.93
2026-02-03 15:00:00.734659,Fridge,5.86
2026-02-03 15:00:00.734659,Router,3.96
2026-02-04 15:00:00.734659,AC,3.01
2026-02-04 15:00:00.734659,Fan,6.38
2026-02-04 15:00:00.734659,TV,1.7
2026-02-04 15:00:00.734659,Fridge,4.33
2026-02-04 15:00:00.734659,Router,1.2
2026-02-05 15:00:00.734659,AC,5.7
2026-02-05 15:00:00.734659,Fan,5.43
2026-02-05 15:00:00.734659,TV,7.04
2026-02-05 15:00:00.734659,Fridge,7.37
2026-02-05 15:00:00.734659,Router,2.16
2026-02-06 15:00:00.734659,AC,6.66
2026-02-06 15:00:00.734659,Fan,8.55
2026-02-06 15:00:00.734659,TV,4.67
2026-02-06 15:00:00.734659,Fridge,8.14
2026-02-06 15:00:00.734659,Router,7.4
2026-02-07 15:00:00.734659,AC,3.59
2026-02-07 15:00:00.734659,Fan,8.99
2026-02-07 15:00:00.734659,TV,7.67
2026-02-07 15:00:00.734659,Fridge,7.42
2026-02-07 15:00:00.734659,Router,8.68
2026-02-08 15:00:00.734659,AC,6.53
2026-02-08 15:00:00.734659,Fan,3.69
2026-02-08 15:00:00.734659,TV,4.32
2026-02-08 15:00:00.734659,Fridge,8.33
2026-02-08 15:00:00.734659,Router,2.98
2026-02-09 15:00:00.734659,AC,5.16
2026-02-09 15:00:00.734659,Fan,6.14
2026-02-09 15:00:00.734659,TV,6.4
2026-02-09 15:00:00.734659,Fridge,3.92
2026-02-09 15:00:00.734659,Router,2.67
2026-02-10 15:00:00.734659,AC,2.12
2026-02-10 15:00:00.734659,Fan,1.14
2026-02-10 15:00:00.734659,TV,1.67
2026-02-10 15:00:00.734659,Fridge,8.37
2026-02-10 15:00:00.734659,Router,7.5
2026-02-11 15:00:00.734659,AC,3.0
2026-02-11 15:00:00.734659,Fan,6.31
2026-02-11 15:00:00.734659,TV,7.66
2026-02-11 15:00:00.734659,Fridge,5.83
2026-02-11 15:00:00.734659,Router,3.78
2026-02-12 15:00:00.734659,AC,4.21
2026-02-12 15:00:00.734659,Fan,4.82
2026-02-12 15:00:00.734659,TV,5.45
2026-02-12 15:00:00.734659,Fridge,8.2
2026-02-12 15:00:00.734659,Router,4.23
2026-02-13 15:00:00.734659,AC,6.69
2026-02-13 15:00:00.734659,Fan,2.78
2026-02-13 15:00:00.734659,TV,0.76
2026-02-13 15:00:00.734659,Fridge,7.68
2026-02-13 15:00:00.734659,Router,8.33
2026-02-14 15:00:00.734659,AC,6.21
2026-02-14 15:00:00.734659,Fan,8.65
2026-02-14 15:00:00.734659,TV,7.79
2026-02-14 15:00:00.734659,Fridge,1.26
2026-02-14 15:00:00.734659,Router,7.39
2026-02-15 15:00:00.734659,AC,2.96
2026-02-15 15:00:00.734659,Fan,3.77
2026-02-15 15:00:00.734659,TV,5.49
2026-02-15 15:00:00.734659,Fridge,7.62
2026-02-15 15:00:00.734659,Router,1.97
2026-02-16 15:00:00.734659,AC,1.78
2026-02-16 15:00:00.734659,Fan,8.36
2026-02-16 15:00:00.734659,TV,1.59
2026-02-16 15:00:00.734659,Fridge,3.1
2026-02-16 15:00:00.734659,Router,7.55
2026-02-17 15:00:00.734659,AC,7.14
2026-02-17 15:00:00.734659,Fan,3.48
2026-02-17 15:00:00.734659,TV,7.72
2026-02-17 15:00:00.734659,Fridge,3.08
2026-02-17 15:00:00.734659,Router,1.0
2026-02-18 15:00:00.734659,AC,3.36
2026-02-18 15:00:00.734659,Fan,6.77
2026-02-18 15:00:00.734659,TV,3.51
2026-02-18 15:00:00.734659,Fridge,2.49
2026-02-18 15:00:00.734659,Router,1.67
2026-02-19 15:00:00.734659,AC,8.43
2026-02-19 15:00:00.734659,Fan,7.94
2026-02-19 15:00:00.734659,TV,4.61
2026-02-19 15:00:00.734659,Fridge,5.68
2026-02-19 15:00:00.734659,Router,1.64
2026-02-20 15:00:00.734659,AC,2.48
2026-02-20 15:00:00.734659,Fan,7.49
2026-02-20 15:00:00.734659,TV,8.67
2026-02-20 15:00:00.734659,Fridge,5.94
2026-02-20 15:00:00.734659,Router,4.59
2026-02-21 15:00:00.734659,AC,2.69
2026-02-21 15:00:00.734659,Fan,6.09
2026-02-21 15:00:00.734659,TV,3.02
2026-02-21 15:00:00.734659,Fridge,4.41
2026-02-21 15:00:00.734659,Router,1.33
2026-02-22 15:00:00.734659,AC,5.82
2026-02-22 15:00:00.734659,Fan,4.29
2026-02-22 15:00:00.734659,TV,7.11
2026-02-22 15:00:00.734659,Fridge,2.09
2026-02-22 15:00:00.734659,Router,1.89
2026-02-23 15:00:00.734659,AC,2.51
2026-02-23 15:00:00.734659,Fan,3.05
2026-02-23 15:00:00.734659,TV,6.8
2026-02-23 15:00:00.734659,Fridge,8.98
2026-02-23 15:00:00.734659,Router,7.43
2026-02-24 15:00:00.734659,AC,8.92
2026-02-24 15:00:00.734659,Fan,4.49
2026-02-24 15:00:00.734659,TV,6.52
2026-02-24 15:00:00.734659,Fridge,6.31
2026-02-24 15:00:00.734659,Router,4.2
2026-02-25 15:00:00.734659,AC,1.23
2026-02-25 15:00:00.734659,Fan,6.18
2026-02-25 15:00:00.734659,TV,0.82
2026-02-25 15:00:00.734659,Fridge,7.0
2026-02-25 15:00:00.734659,Router,8.4
2026-02-26 15:00:00.734659,AC,8.69
2026-02-26 15:00:00.734659,Fan,7.34
2026-02-26 15:00:00.734659,TV,1.51
2026-02-26 15:00:00.734659,Fridge,4.34
2026-02-26 15:00:00.734659,Router,6.39
2026-02-27 15:00:00.734659,AC,3.74
2026-02-27 15:00:00.734659,Fan,4.35
2026-02-27 15:00:00.734659,TV,5.13
2026-02-27 15:00:00.734659,Fridge,4.67
2026-02-27 15:00:00.734659,Router,6.28
2026-02-28 15:00:00.734659,AC,2.85
2026-02-28 15:00:00.734659,Fan,8.76
2026-02-28 15:00:00.734659,TV,2.13
2026-02-28 15:00:00.734659,Fridge,1.02
2026-02-28 15:00:00.734659,Router,1.88
2026-03-01 15:00:00.734659,AC,6.93
2026-03-01 15:00:00.734659,Fan,3.15
2026-03-01 15:00:00.734659,TV,3.04
2026-03-01 15:00:00.734659,Fridge,6.37
2026-03-01 15:00:00.734659,Router,2.7
2026-03-02 15:00:00.734659,AC,3.22
2026-03-02 15:00:00.734659,Fan,4.51
2026-03-02 15:00:00.734659,TV,4.06
2026-03-02 15:00:00.734659,Fridge,4.1
2026-03-02 15:00:00.734659,Router,4.62
2026-03-03 15:00:00.734659,AC,7.92
2026-03-03 15:00:00.734659,Fan,2.07
2026-03-03 15:00:00.734659,TV,7.07
2026-03-03 15:00:00.734659,Fridge,6.87
2026-03-03 15:00:00.734659,Router,3.01
2026-03-04 15:00:00.734659,AC,7.57
2026-03-04 15:00:00.734659,Fan,5.51
2026-03-04 15:00:00.734659,TV,6.47
2026-03-04 15:00:00.734659,Fridge,7.2
2026-03-04 15:00:00.734659,Router,3.06
2026-03-05 15:00:00.734659,AC,8.65
2026-03-05 15:00:00.734659,Fan,6.42
2026-03-05 15:00:00.734659,TV,5.87
2026-03-05 15:00:00.734659,Fridge,1.98
2026-03-05 15:00:00.734659,Router,3.96
2026-03-06 15:00:00.734659,AC,6.33
2026-03-06 15:00:00.734659,Fan,2.87
2026-03-06 15:00:00.734659,TV,5.23
2026-03-06 15:00:00.734659,Fridge,4.61
2026-03-06 15:00:00.734659,Router,6.36
2026-03-07 15:00:00.734659,AC,2.12
2026-03-07 15:00:00.734659,Fan,8.65
2026-03-07 15:00:00.734659,TV,3.47
2026-03-07 15:00:00.734659,Fridge,5.56
2026-03-07 15:00:00.734659,Router,1.89
2026-03-08 15:00:00.734659,AC,4.95
2026-03-08 15:00:00.734659,Fan,1.53
2026-03-08 15:00:00.734659,TV,1.51
2026-03-08 15:00:00.734659,Fridge,4.09
2026-03-08 15:00:00.734659,Router,8.3
2026-03-09 15:00:00.734659,AC,1.22
2026-03-09 15:00:00.734659,Fan,2.59
2026-03-09 15:00:00.734659,TV,4.8
2026-03-09 15:00:00.734659,Fridge,6.11
2026-03-09 15:00:00.734659,Router,7.01
2026-03-10 15:00:00.734659,AC,2.03
2026-03-10 15:00:00.734659,Fan,8.13
2026-03-10 15:00:00.734659,TV,2.77
2026-03-10 15:00:00.734659,Fridge,2.75
2026-03-10 15:00:00.734659,Router,4.15
2026-03-11 15:00:00.734659,AC,5.96
2026-03-11 15:00:00.734659,Fan,8.59
2026-03-11 15:00:00.734659,TV,4.07
2026-03-11 15:00:00.734659,Fridge,6.62
2026-03-11 15:00:00.734659,Router,0.95
2026-03-12 15:00:00.734659,AC,6.57
2026-03-12 15:00:00.734659,Fan,4.73
2026-03-12 15:00:00.734659,TV,3.37
2026-03-12 15:00:00.734659,Fridge,2.78
2026-03-12 15:00:00.734659,Router,4.37
2026-03-13 15:00:00.734659,AC,7.63
2026-03-13 15:00:00.734659,Fan,6.37
2026-03-13 15:00:00.734659,TV,0.98
2026-03-13 15:00:00.734659,Fridge,3.64
2026-03-13 15:00:00.734659,Router,1.77
2026-03-14 15:00:00.734659,AC,2.17
2026-03-14 15:00:00.734659,Fan,4.32
2026-03-14 15:00:00.734659,TV,1.46
2026-03-14 15:00:00.734659,Fridge,5.65
2026-03-14 15:00:00.734659,Router,5.38
2026-03-15 15:00:00.734659,AC,2.82
2026-03-15 15:00:00.734659,Fan,3.17
2026-03-15 15:00:00.734659,TV,6.75
2026-03-15 15:00:00.734659,Fridge,2.06
2026-03-15 15:00:00.734659,Router,4.37
2026-03-16 15:00:00.734659,AC,1.24
2026-03-16 15:00:00.734659,Fan,6.75
2026-03-16 15:00:00.734659,TV,4.91
2026-03-16 15:00:00.734659,Fridge,8.51
2026-03-16 15:00:00.734659,Router,8.13
2026-03-17 15:00:00.734659,AC,8.66
2026-03-17 15:00:00.734659,Fan,3.1
2026-03-17 15:00:00.734659,TV,3.66
2026-03-17 15:00:00.734659,Fridge,7.79
2026-03-17 15:00:00.734659,Router,2.32
2026-03-18 15:00:00.734659,AC,8.82
2026-03-18 15:00:00.734659,Fan,1.74
2026-03-18 15:00:00.734659,TV,6.28
2026-03-18 15:00:00.734659,Fridge,7.7
2026-03-18 15:00:00.734659,Router,2.11
2026-03-19 15:00:00.734659,AC,1.16
2026-03-19 15:00:00.734659,Fan,5.66
2026-03-19 15:00:00.734659,TV,6.17
2026-03-19 15:00:00.734659,Fridge,3.22
2026-03-19 15:00:00.734659,Router,3.42
2026-03-20 15:00:00.734659,AC,4.83
2026-03-20 15:00:00.734659,Fan,6.21
2026-03-20 15:00:00.734659,TV,2.21
2026-03-20 15:00:00.734659,Fridge,1.5
2026-03-20 15:00:00.734659,Router,8.76
