date,appliance,kwh
2025-04-15 15:00:00.934530,Fridge,0.5
2025-04-15 15:00:00.934530,Router,2.15
2025-04-16 15:00:00.934530,AC,0.73
2025-04-16 15:00:00.934530,Fan,3.21
2025-04-16 15:00:00.934530,TV,2.18
2025-04-16 15:00:00.934530,Fridge,2.09
2025-04-16 15:00:00.934530,Router,1.52
2025-04-17 15:00:00.934530,AC,0.71
2025-04-17 15:00:00.934530,Fan,0.38
2025-04-17 15:00:00.934530,TV,1.78
2025-04-17 15:00:00.934530,Fridge,2.19
2025-04-17 15:00:00.934530,Router,0.34
2025-04-18 15:00:00.934530,AC,1.84
2025-04-18 15:00:00.934530,Fan,3.05
2025-04-18 15:00:00.934530,TV,2.29
2025-04-18 15:00:00.934530,Fridge,0.92
2025-04-18 15:00:00.934530,Router,1.29
2025-04-19 15:00:00.934530,AC,2.61
2025-04-19 15:00:00.934530,Fan,0.47
2025-04-19 15:00:00.934530,TV,1.8
2025-04-19 15:00:00.934530,Fridge,0.59
2025-04-19 15:00:00.934530,Router,0.37
2025-04-20 15:00:00.934530,AC,2.29
2025-04-20 15:00:00.934530,Fan,1.59
2025-04-20 15:00:00.934530,TV,2.5
2025-04-20 15:00:00.934530,Fridge,0.32
2025-04-20 15:00:00.934530,Router,3.23
2025-04-21 15:00:00.934530,AC,0.86
2025-04-21 15:00:00.934530,Fan,1.94
2025-04-21 15:00:00.934530,TV,2.99
2025-04-21 15:00:00.934530,Fridge,0.78
2025-04-21 15:00:00.934530,Router,0.5
2025-04-22 15:00:00.934530,AC,2.96
2025-04-22 15:00:00.934530,Fan,2.01
2025-04-22 15:00:00.934530,TV,0.91
2025-04-22 15:00:00.934530,Fridge,1.38
2025-04-22 15:00:00.934530,Router,0.68
2025-04-23 15:00:00.934530,AC,2.91
2025-04-23 15:00:00.934530,Fan,0.37
2025-04-23 15:00:00.934530,TV,2.69
2025-04-23 15:00:00.934530,Fridge,3.45
2025-04-23 15:00:00.934530,Router,1.59
2025-04-24 15:00:00.934530,AC,2.28
2025-04-24 15:00:00.934530,Fan,3.24
2025-04-24 15:00:00.934530,TV,2.38
2025-04-24 15:00:00.934530,Fridge,1.02
2025-04-24 15:00:00.934530,Router,1.0
2025-04-25 15:00:00.934530,AC,1.75
2025-04-25 15:00:00.934530,Fan,0.43
2025-04-25 15:00:00.934530,TV,2.52
2025-04-25 15:00:00.934530,Fridge,1.46
2025-04-25 15:00:00.934530,Router,2.24
2025-04-26 15:00:00.934530,AC,2.42
2025-04-26 15:00:00.934530,Fan,2.61
2025-04-26 15:00:00.934530,TV,0.7
2025-04-26 15:00:00.934530,Fridge,2.84
2025-04-26 15:00:00.934530,Router,2.12
2025-04-27 15:00:00.934530,AC,3.33
2025-04-27 15:00:00.934530,Fan,1.44
2025-04-27 15:00:00.934530,TV,0.53
2025-04-27 15:00:00.934530,Fridge,0.62
2025-04-27 15:00:00.934530,Router,2.79
2025-04-28 15:00:00.934530,AC,2.37
2025-04-28 15:00:00.934530,Fan,1.61
2025-04-28 15:00:00.934530,TV,1.2
2025-04-28 15:00:00.934530,Fridge,1.43
2025-04-28 15:00:00.934530,Router,1.59
2025-04-29 15:00:00.934530,AC,0.31
2025-04-29 15:00:00.934530,Fan,0.97
2025-04-29 15:00:00.934530,TV,1.16
2025-04-29 15:00:00.934530,Fridge,2.99
2025-04-29 15:00:00.934530,Router,1.8
2025-04-30 15:00:00.934530,AC,3.19
2025-04-30 15:00:00.934530,Fan,3.14
2025-04-30 15:00:00.934530,TV,2.6
2025-04-30 15:00:00.934530,Fridge,2.9
2025-04-30 15:00:00.934530,Router,0.87
2025-05-01 15:00:00.934530,AC,2.97
2025-05-01 15:00:00.934530,Fan,2.07
2025-05-01 15:00:00.934530,TV,3.51
2025-05-01 15:00:00.934530,Fridge,0.61
2025-05-01 15:00:00.934530,Router,2.75
2025-05-02 15:00:00.934530,AC,1.02
2025-05-02 15:00:00.934530,Fan,2.95
2025-05-02 15:00:00.934530,TV,2.06
2025-05-02 15:00:00.934530,Fridge,1.73
2025-05-02 15:00:00.934530,Router,3.32
2025-05-03 15:00:00.934530,AC,2.09
2025-05-03 15:00:00.934530,Fan,2.13
2025-05-03 15:00:00.934530,TV,1.83
2025-05-03 15:00:00.934530,Fridge,3.29
2025-05-03 15:00:00.934530,Router,2.43
2025-05-04 15:00:00.934530,AC,3.09
2025-05-04 15:00:00.934530,Fan,3.51
2025-05-04 15:00:00.934530,TV,1.14
2025-05-04 15:00:00.934530,Fridge,1.28
2025-05-04 15:00:00.934530,Router,1.71
2025-05-05 15:00:00.934530,AC,1.87
2025-05-05 15:00:00.934530,Fan,1.05
2025-05-05 15:00:00.934530,TV,0.89
2025-05-05 15:00:00.934530,Fridge,1.01
2025-05-05 15:00:00.934530,Router,1.92
2025-05-06 15:00:00.934530,AC,1.22
2025-05-06 15:00:00.934530,Fan,0.53
2025-05-06 15:00:00.934530,TV,3.36
2025-05-06 15:00:00.934530,Fridge,2.21
2025-05-06 15:00:00.934530,Router,1.16
2025-05-07 15:00:00.934530,AC,1.87
2025-05-07 15:00:00.934530,Fan,0.76
2025-05-07 15:00:00.934530,TV,1.34
2025-05-07 15:00:00.934530,Fridge,2.82
2025-05-07 15:00:00.934530,Router,1.8
2025-05-08 15:00:00.934530,AC,0.62
2025-05-08 15:00:00.934530,Fan,1.8
2025-05-08 15:00:00.934530,TV,0.76
2025-05-08 15:00:00.934530,Fridge,0.51
2025-05-08 15:00:00.934530,Router,3.18
2025-05-09 15:00:00.934530,AC,2.3
2025-05-09 15:00:00.934530,Fan,1.61
2025-05-09 15:00:00.934530,TV,1.39
2025-05-09 15:00:00.934530,Fridge,2.14
2025-05-09 15:00:00.934530,Router,1.98
2025-05-10 15:00:00.934530,AC,0.5
2025-05-10 15:00:00.934530,Fan,3.21
2025-05-10 15:00:00.934530,TV,1.68
2025-05-10 15:00:00.934530,Fridge,1.62
2025-05-10 15:00:00.934530,Router,2.03
2025-05-11 15:00:00.934530,AC,1.8
2025-05-11 15:00:00.934530,Fan,2.16
2025-05-11 15:00:00.934530,TV,1.57
2025-05-11 15:00:00.934530,Fridge,2.63
2025-05-11 15:00:00.934530,Router,0.55
2025-05-12 15:00:00.934530,AC,2.7
2025-05-12 15:00:00.934530,Fan,2.98
2025-05-12 15:00:00.934530,TV,1.01
2025-05-12 15:00:00.934530,Fridge,2.06
2025-05-12 15:00:00.934530,Router,3.05
2025-05-13 15:00:00.934530,AC,1.63
2025-05-13 15:00:00.934530,Fan,0.96
2025-05-13 15:00:00.934530,TV,2.89
2025-05-13 15:00:00.934530,Fridge,0.39
2025-05-13 15:00:00.934530,Router,2.01
2025-05-14 15:00:00.934530,AC,0.62
2025-05-14 15:00:00.934530,Fan,1.19
2025-05-14 15:00:00.934530,TV,2.55
2025-05-14 15:00:00.934530,Fridge,1.29
2025-05-14 15:00:00.934530,Router,0.57
2025-05-15 15:00:00.934530,AC,2.03
2025-05-15 15:00:00.934530,Fan,0.86
2025-05-15 15:00:00.934530,TV,3.58
2025-05-15 15:00:00.934530,Fridge,2.46
2025-05-15 15:00:00.934530,Router,0.79
2025-05-16 15:00:00.934530,AC,0.89
2025-05-16 15:00:00.934530,Fan,0.82
2025-05-16 15:00:00.934530,TV,2.21
2025-05-16 15:00:00.934530,Fridge,0.68
2025-05-16 15:00:00.934530,Router,0.91
2025-05-17 15:00:00.934530,AC,1.62
2025-05-17 15:00:00.934530,Fan,0.82
2025-05-17 15:00:00.934530,TV,1.58
2025-05-17 15:00:00.934530,Fridge,2.28
2025-05-17 15:00:00.934530,Router,3.43
2025-05-18 15:00:00.934530,AC,1.48
2025-05-18 15:00:00.934530,Fan,1.14
2025-05-18 15:00:00.934530,TV,1.45
2025-05-18 15:00:00.934530,Fridge,1.09
2025-05-18 15:00:00.934530,Router,3.34
2025-05-19 15:00:00.934530,AC,0.34
2025-05-19 15:00:00.934530,Fan,1.5
2025-05-19 15:00:00.934530,TV,0.52
2025-05-19 15:00:00.934530,Fridge,0.6
2025-05-19 15:00:00.934530,Router,2.17
2025-05-20 15:00:00.934530,AC,3.51
2025-05-20 15:00:00.934530,Fan,1.72
2025-05-20 15:00:00.934530,TV,1.85
2025-05-20 15:00:00.934530,Fridge,1.98
2025-05-20 15:00:00.934530,Router,1.87
2025-05-21 15:00:00.934530,AC,0.97
2025-05-21 15:00:00.934530,Fan,2.85
2025-05-21 15:00:00.934530,TV,0.35
2025-05-21 15:00:00.934530,Fridge,0.85
2025-05-21 15:00:00.934530,Router,2.16
2025-05-22 15:00:00.934530,AC,1.66
2025-05-22 15:00:00.934530,Fan,2.14
2025-05-22 15:00:00.934530,TV,2.65
2025-05-22 15:00:00.934530,Fridge,0.56
2025-05-22 15:00:00.934530,Router,1.15
2025-05-23 15:00:00.934530,AC,2.62
2025-05-23 15:00:00.934530,Fan,0.73
2025-05-23 15:00:00.934530,TV,2.69
2025-05-23 15:00:00.934530,Fridge,3.0
2025-05-23 15:00:00.934530,Router,2.94
2025-05-24 15:00:00.934530,AC,3.24
2025-05-24 15:00:00.934530,Fan,3.27
2025-05-24 15:00:00.934530,TV,1.06
2025-05-24 15:00:00.934530,Fridge,1.24
2025-05-24 15:00:00.934530,Router,1.31
2025-05-25 15:00:00.934530,AC,0.48
2025-05-25 15:00:00.934530,Fan,2.56
2025-05-25 15:00:00.934530,TV,3.07
2025-05-25 15:00:00.934530,Fridge,0.81
2025-05-25 15:00:00.934530,Router,1.3
2025-05-26 15:00:00.934530,AC,2.59
2025-05-26 15:00:00.934530,Fan,1.94
2025-05-26 15:00:00.934530,TV,3.55
2025-05-26 15:00:00.934530,Fridge,1.72
2025-05-26 15:00:00.934530,Router,2.19
2025-05-27 15:00:00.934530,AC,3.6
2025-05-27 15:00:00.934530,Fan,1.8
2025-05-27 15:00:00.934530,TV,3.0
2025-05-27 15:00:00.934530,Fridge,3.51
2025-05-27 15:00:00.934530,Router,0.51
2025-05-28 15:00:00.934530,AC,2.32
2025-05-28 15:00:00.934530,Fan,0.83
2025-05-28 15:00:00.934530,TV,1.75
2025-05-28 15:00:00.934530,Fridge,2.81
2025-05-28 15:00:00.934530,Router,0.56
2025-05-29 15:00:00.934530,AC,0.69
2025-05-29 15:00:00.934530,Fan,0.37
2025-05-29 15:00:00.934530,TV,1.98
2025-05-29 15:00:00.934530,Fridge,2.8
2025-05-29 15:00:00.934530,Router,1.39
2025-05-30 15:00:00.934530,AC,2.99
2025-05-30 15:00:00.934530,Fan,1.02
2025-05-30 15:00:00.934530,TV,2.28
2025-05-30 15:00:00.934530,Fridge,1.86
2025-05-30 15:00:00.934530,Router,0.69
2025-05-31 15:00:00.934530,AC,2.02
2025-05-31 15:00:00.934530,Fan,0.94
2025-05-31 15:00:00.934530,TV,2.86
2025-05-31 15:00:00.934530,Fridge,2.77
2025-05-31 15:00:00.934530,Router,2.08
2025-06-01 15:00:00.934530,AC,3.32
2025-06-01 15:00:00.934530,Fan,0.34
2025-06-01 15:00:00.934530,TV,3.22
2025-06-01 15:00:00.934530,Fridge,1.27
2025-06-01 15:00:00.934530,Router,2.55
2025-06-02 15:00:00.934530,AC,2.53
2025-06-02 15:00:00.934530,Fan,1.48
2025-06-02 15:00:00.934530,TV,1.4
2025-06-02 15:00:00.934530,Fridge,0.45
2025-06-02 15:00:00.934530,Router,0.79
2025-06-03 15:00:00.934530,AC,1.48
2025-06-03 15:00:00.934530,Fan,3.6
2025-06-03 15:00:00.934530,TV,2.3
2025-06-03 15:00:00.934530,Fridge,2.62
2025-06-03 15:00:00.934530,Router,2.74
2025-06-04 15:00:00.934530,AC,2.99
2025-06-04 15:00:00.934530,Fan,3.16
2025-06-04 15:00:00.934530,TV,2.49
2025-06-04 15:00:00.934530,Fridge,2.53
2025-06-04 15:00:00.934530,Router,3.44
2025-06-05 15:00:00.934530,AC,2.35
2025-06-05 15:00:00.934530,Fan,3.3
2025-06-05 15:00:00.934530,TV,3.19
2025-06-05 15:00:00.934530,Fridge,1.53
2025-06-05 15:00:00.934530,Router,2.12
2025-06-06 15:00:00.934530,AC,2.9
2025-06-06 15:00:00.934530,Fan,0.72
2025-06-06 15:00:00.934530,TV,3.15
2025-06-06 15:00:00.934530,Fridge,2.77
2025-06-06 15:00:00.934530,Router,2.32
2025-06-07 15:00:00.934530,AC,2.1
2025-06-07 15:00:00.934530,Fan,1.59
2025-06-07 15:00:00.934530,TV,1.48
2025-06-07 15:00:00.934530,Fridge,3.57
2025-06-07 15:00:00.934530,Router,2.03
2025-06-08 15:00:00.934530,AC,3.26
2025-06-08 15:00:00.934530,Fan,3.13
2025-06-08 15:00:00.934530,TV,0.53
2025-06-08 15:00:00.934530,Fridge,0.34
2025-06-08 15:00:00.934530,Router,1.62
2025-06-09 15:00:00.934530,AC,1.77
2025-06-09 15:00:00.934530,Fan,1.74
2025-06-09 15:00:00.934530,TV,2.3
2025-06-09 15:00:00.934530,Fridge,3.2
2025-06-09 15:00:00.934530,Router,2.06
2025-06-10 15:00:00.934530,AC,1.12
2025-06-10 15:00:00.934530,Fan,1.12
2025-06-10 15:00:00.934530,TV,2.15
2025-06-10 15:00:00.934530,Fridge,3.41
2025-06-10 15:00:00.934530,Router,0.39
2025-06-11 15:00:00.934530,AC,2.46
2025-06-11 15:00:00.934530,Fan,1.29
2025-06-11 15:00:00.934530,TV,0.98
2025-06-11 15:00:00.934530,Fridge,1.35
2025-06-11 15:00:00.934530,Router,3.38
2025-06-12 15:00:00.934530,AC,3.34
2025-06-12 15:00:00.934530,Fan,0.52
2025-06-12 15:00:00.934530,TV,2.27
2025-06-12 15:00:00.934530,Fridge,1.51
2025-06-12 15:00:00.934530,Router,1.71
2025-06-13 15:00:00.934530,AC,2.15
2025-06-13 15:00:00.934530,Fan,2.78
2025-06-13 15:00:00.934530,TV,3.22
2025-06-13 15:00:00.934530,Fridge,1.85
2025-06-13 15:00:00.934530,Router,0.56
2025-06-14 15:00:00.934530,AC,0.54
2025-06-14 15:00:00.934530,Fan,0.6
2025-06-14 15:00:00.934530,TV,0.3
2025-06-14 15:00:00.934530,Fridge,1.0
2025-06-14 15:00:00.934530,Router,1.61
2025-06-15 15:00:00.934530,AC,0.43
2025-06-15 15:00:00.934530,Fan,2.93
2025-06-15 15:00:00.934530,TV,2.94
2025-06-15 15:00:00.934530,Fridge,0.78
2025-06-15 15:00:00.934530,Router,3.21
2025-06-16 15:00:00.934530,AC,3.04
2025-06-16 15:00:00.934530,Fan,0.9
2025-06-16 15:00:00.934530,TV,2.87
2025-06-16 15:00:00.934530,Fridge,1.04
2025-06-16 15:00:00.934530,Router,1.07
2025-06-17 15:00:00.934530,AC,2.32
2025-06-17 15:00:00.934530,Fan,0.39
2025-06-17 15:00:00.934530,TV,2.87
2025-06-17 15:00:00.934530,Fridge,2.91
2025-06-17 15:00:00.934530,Router,0.43
2025-06-18 15:00:00.934530,AC,3.47
2025-06-18 15:00:00.934530,Fan,0.6
2025-06-18 15:00:00.934530,TV,3.23
2025-06-18 15:00:00.934530,Fridge,0.78
2025-06-18 15:00:00.934530,Router,2.92
2025-06-19 15:00:00.934530,AC,1.61
2025-06-19 15:00:00.934530,Fan,0.43
2025-06-19 15:00:00.934530,TV,0.59
2025-06-19 15:00:00.934530,Fridge,2.89
2025-06-19 15:00:00.934530,Router,2.18
2025-06-20 15:00:00.934530,AC,2.42
2025-06-20 15:00:00.934530,Fan,0.59
2025-06-20 15:00:00.934530,TV,2.78
2025-06-20 15:00:00.934530,Fridge,0.82
2025-06-20 15:00:00.934530,Router,1.88
2025-06-21 15:00:00.934530,AC,1.58
2025-06-21 15:00:00.934530,Fan,3.48
2025-06-21 15:00:00.934530,TV,1.28
2025-06-21 15:00:00.934530,Fridge,0.68
2025-06-21 15:00:00.934530,Router,3.32
2025-06-22 15:00:00.934530,AC,2.56
2025-06-22 15:00:00.934530,Fan,2.62
2025-06-22 15:00:00.934530,TV,3.32
2025-06-22 15:00:00.934530,Fridge,0.73
2025-06-22 15:00:00.934530,Router,2.48
2025-06-23 15:00:00.934530,AC,3.38
2025-06-23 15:00:00.934530,Fan,2.67
2025-06-23 15:00:00.934530,TV,1.76
2025-06-23 15:00:00.934530,Fridge,1.79
2025-06-23 15:00:00.934530,Router,3.56
2025-06-24 15:00:00.934530,AC,2.9
2025-06-24 15:00:00.934530,Fan,3.03
2025-06-24 15:00:00.934530,TV,2.02
2025-06-24 15:00:00.934530,Fridge,3.19
2025-06-24 15:00:00.934530,Router,2.31
2025-06-25 15:00:00.934530,AC,2.87
2025-06-25 15:00:00.934530,Fan,0.33
2025-06-25 15:00:00.934530,TV,3.32
2025-06-25 15:00:00.934530,Fridge,2.81
2025-06-25 15:00:00.934530,Router,0.91
2025-06-26 15:00:00.934530,AC,2.83
2025-06-26 15:00:00.934530,Fan,3.24
2025-06-26 15:00:00.934530,TV,2.76
2025-06-26 15:00:00.934530,Fridge,3.35
2025-06-26 15:00:00.934530,Router,0.54
2025-06-27 15:00:00.934530,AC,3.49
2025-06-27 15:00:00.934530,Fan,0.47
2025-06-27 15:00:00.934530,TV,2.43
2025-06-27 15:00:00.934530,Fridge,1.37
2025-06-27 15:00:00.934530,Router,1.62
2025-06-28 15:00:00.934530,AC,3.11
2025-06-28 15:00:00.934530,Fan,1.45
2025-06-28 15:00:00.934530,TV,2.94
2025-06-28 15:00:00.934530,Fridge,3.08
2025-06-28 15:00:00.934530,Router,1.41
2025-06-29 15:00:00.934530,AC,3.22
2025-06-29 15:00:00.934530,Fan,1.37
2025-06-29 15:00:00.934530,TV,1.77
2025-06-29 15:00:00.934530,Fridge,1.43
2025-06-29 15:00:00.934530,Router,3.45
2025-06-30 15:00:00.934530,AC,1.65
2025-06-30 15:00:00.934530,Fan,2.53
2025-06-30 15:00:00.934530,TV,2.7
2025-06-30 15:00:00.934530,Fridge,2.87
2025-06-30 15:00:00.934530,Router,1.7
2025-07-01 15:00:00.934530,AC,2.12
2025-07-01 15:00:00.934530,Fan,1.43
2025-07-01 15:00:00.934530,TV,0.4
2025-07-01 15:00:00.934530,Fridge,2.18
2025-07-01 15:00:00.934530,Router,3.35
2025-07-02 15:00:00.934530,AC,0.43
2025-07-02 15:00:00.934530,Fan,1.01
2025-07-02 15:00:00.934530,TV,1.23
2025-07-02 15:00:00.934530,Fridge,1.16
2025-07-02 15:00:00.934530,Router,3.39
2025-07-03 15:00:00.934530,AC,2.66
2025-07-03 15:00:00.934530,Fan,3.28
2025-07-03 15:00:00.934530,TV,3.47
2025-07-03 15:00:00.934530,Fridge,0.39
2025-07-03 15:00:00.934530,Router,2.91
2025-07-04 15:00:00.934530,AC,1.72
2025-07-04 15:00:00.934530,Fan,2.18
2025-07-04 15:00:00.934530,TV,3.35
2025-07-04 15:00:00.934530,Fridge,3.52
2025-07-04 15:00:00.934530,Router,0.44
2025-07-05 15:00:00.934530,AC,1.94
2025-07-05 15:00:00.934530,Fan,1.82
2025-07-05 15:00:00.934530,TV,3.06
2025-07-05 15:00:00.934530,Fridge,0.97
2025-07-05 15:00:00.934530,Router,1.33
2025-07-06 15:00:00.934530,AC,1.23
2025-07-06 15:00:00.934530,Fan,1.89
2025-07-06 15:00:00.934530,TV,3.15
2025-07-06 15:00:00.934530,Fridge,2.15
2025-07-06 15:00:00.934530,Router,2.47
2025-07-07 15:00:00.934530,AC,2.51
2025-07-07 15:00:00.934530,Fan,3.24
2025-07-07 15:00:00.934530,TV,3.21
2025-07-07 15:00:00.934530,Fridge,2.62
2025-07-07 15:00:00.934530,Router,1.24
2025-07-08 15:00:00.934530,AC,0.62
2025-07-08 15:00:00.934530,Fan,2.93
2025-07-08 15:00:00.934530,TV,0.64
2025-07-08 15:00:00.934530,Fridge,0.63
2025-07-08 15:00:00.934530,Router,1.73
2025-07-09 15:00:00.934530,AC,0.6
2025-07-09 15:00:00.934530,Fan,2.85
2025-07-09 15:00:00.934530,TV,0.54
2025-07-09 15:00:00.934530,Fridge,3.34
2025-07-09 15:00:00.934530,Router,0.36
2025-07-10 15:00:00.934530,AC,1.3
2025-07-10 15:00:00.934530,Fan,1.11
2025-07-10 15:00:00.934530,TV,1.35
2025-07-10 15:00:00.934530,Fridge,2.56
2025-07-10 15:00:00.934530,Router,2.97
2025-07-11 15:00:00.934530,AC,1.57
2025-07-11 15:00:00.934530,Fan,0.67
2025-07-11 15:00:00.934530,TV,1.06
2025-07-11 15:00:00.934530,Fridge,1.74
2025-07-11 15:00:00.934530,Router,0.89
2025-07-12 15:00:00.934530,AC,0.77
2025-07-12 15:00:00.934530,Fan,3.41
2025-07-12 15:00:00.934530,TV,3.25
2025-07-12 15:00:00.934530,Fridge,1.6
2025-07-12 15:00:00.934530,Router,3.24
2025-07-13 15:00:00.934530,AC,2.97
2025-07-13 15:00:00.934530,Fan,0.94
2025-07-13 15:00:00.934530,TV,0.58
2025-07-13 15:00:00.934530,Fridge,2.71
2025-07-13 15:00:00.934530,Router,2.28
2025-07-14 15:00:00.934530,AC,2.18
2025-07-14 15:00:00.934530,Fan,0.53
2025-07-14 15:00:00.934530,TV,1.4
2025-07-14 15:00:00.934530,Fridge,1.73
2025-07-14 15:00:00.934530,Router,2.3
2025-07-15 15:00:00.934530,AC,3.51
2025-07-15 15:00:00.934530,Fan,2.03
2025-07-15 15:00:00.934530,TV,0.48
2025-07-15 15:00:00.934530,Fridge,2.7
2025-07-15 15:00:00.934530,Router,1.31
2025-07-16 15:00:00.934530,AC,3.58
2025-07-16 15:00:00.934530,Fan,1.49
2025-07-16 15:00:00.934530,TV,0.76
2025-07-16 15:00:00.934530,Fridge,3.28
2025-07-16 15:00:00.934530,Router,3.19
2025-07-17 15:00:00.934530,AC,3.26
2025-07-17 15:00:00.934530,Fan,2.13
