date,total_kwh
2025-05-21 15:00:00.934530,23.3
2025-05-22 15:00:00.934530,16.87
2025-05-23 15:00:00.934530,12.79
2025-05-24 15:00:00.934530,18.26
2025-05-25 15:00:00.934530,15.03
2025-05-26 15:00:00.934530,17.39
2025-05-27 15:00:00.934530,20.56
2025-05-28 15:00:00.934530,12.15
2025-05-29 15:00:00.934530,16.43
2025-05-30 15:00:00.934530,23.95
2025-05-31 15:00:00.934530,12.28
2025-06-01 15:00:00.934530,23.64
2025-06-02 15:00:00.934530,17.44
2025-06-03 15:00:00.934530,19.22
2025-06-04 15:00:00.934530,20.5
2025-06-05 15:00:00.934530,20.92
2025-06-06 15:00:00.934530,17.24
2025-06-07 15:00:00.934530,13.0
2025-06-08 15:00:00.934530,14.92
2025-06-09 15:00:00.934530,15.19
2025-06-10 15:00:00.934530,15.72
2025-06-11 15:00:00.934530,18.49
2025-06-12 15:00:00.934530,22.91
2025-06-13 15:00:00.934530,16.24
2025-06-14 15:00:00.934530,14.82
2025-06-15 15:00:00.934530,21.67
2025-06-16 15:00:00.934530,18.85
2025-06-17 15:00:00.934530,13.3
2025-06-18 15:00:00.934530,15.75
2025-06-19 15:00:00.934530,22.12
2025-06-20 15:00:00.934530,12.39
2025-06-21 15:00:00.934530,12.4
2025-06-22 15:00:00.934530,18.35
2025-06-23 15:00:00.934530,12.44
2025-06-24 15:00:00.934530,13.55
2025-06-25 15:00:00.934530,22.58
2025-06-26 15:00:00.934530,22.84
2025-06-27 15:00:00.934530,16.0
2025-06-28 15:00:00.934530,19.48
2025-06-29 15:00:00.934530,17.07
2025-06-30 15:00:00.934530,18.99
2025-07-01 15:00:00.934530,17.62
2025-07-02 15:00:00.934530,16.31
2025-07-03 15:00:00.934530,20.53
2025-07-04 15:00:00.934530,21.51
2025-07-05 15:00:00.934530,19.47
2025-07-06 15:00:00.934530,15.69
2025-07-07 15:00:00.934530,14.49
2025-07-08 15:00:00.934530,19.2
2025-07-09 15:00:00.934530,16.24
2025-07-10 15:00:00.934530,19.77
2025-07-11 15:00:00.934530,13.11
2025-07-12 15:00:00.934530,12.95
2025-07-13 15:00:00.934530,16.44
2025-07-14 15:00:00.934530,18.2
2025-07-15 15:00:00.934530,14.64
2025-07-16 15:00:00.934530,20.36
2025-07-17 15:00:00.934530,22.31
2025-07-18 15:00:00.934530,15.6
2025-07-19 15:00:00.934530,19.01
2025-07-20 15:00:00.934530,12.83
2025-07-21 15:00:00.934530,19.89
2025-07-22 15:00:00.934530,14.26
2025-07-23 15:00:00.934530,21.62
2025-07-24 15:00:00.934530,22.86
2025-07-25 15:00:00.934530,12.09
2025-07-26 15:00:00.934530,12.86
2025-07-27 15:00:00.934530,23.8
2025-07-28 15:00:00.934530,15.08
2025-07-29 15:00:00.934530,19.14
2025-07-30 15:00:00.934530,12.63
2025-07-31 15:00:00.934530,17.59
2025-08-01 15:00:00.934530,16.22
2025-08-02 15:00:00.934530,14.04
2025-08-03 15:00:00.934530,21.18
2025-08-04 15:00:00.934530,12.86
2025-08-05 15:00:00.934530,16.07
2025-08-06 15:00:00.934530,22.8
2025-08-07 15:00:00.934530,14.01
2025-08-08 15:00:00.934530,15.68
2025-08-09 15:00:00.934530,18.64
2025-08-10 15:00:00.934530,23.83
2025-08-11 15:00:00.934530,19.17
2025-08-12 15:00:00.934530,21.22
2025-08-13 15:00:00.934530,13.21
2025-08-14 15:00:00.934530,13.26
2025-08-15 15:00:00.934530,12.56
2025-08-16 15:00:00.934530,22.43
2025-08-17 15:00:00.934530,20.81
2025-08-18 15:00:00.934530,22.72
2025-08-19 15:00:00.934530,17.93
2025-08-20 15:00:00.934530,15.66
2025-08-21 15:00:00.934530,16.55
2025-08-22 15:00:00.934530,13.37
2025-08-23 15:00:00.934530,12.52
2025-08-24 15:00:00.934530,14.99
2025-08-25 15:00:00.934530,14.57
2025-08-26 15:00:00.934530,12.65
2025-08-27 15:00:00.934530,13.27
2025-08-28 15:00:00.934530,12.12
2025-08-29 15:00:00.934530,17.37
2025-08-30 15:00:00.934530,16.54
2025-08-31 15:00:00.934530,21.03
2025-09-01 15:00:00.934530,18.14
2025-09-02 15:00:00.934530,12.01
2025-09-03 15:00:00.934530,13.87
2025-09-04 15:00:00.934530,15.51
2025-09-05 15:00:00.934530,14.87
2025-09-06 15:00:00.934530,19.67
2025-09-07 15:00:00.934530,16.01
2025-09-08 15:00:00.934530,12.57
2025-09-09 15:00:00.934530,13.46
2025-09-10 15:00:00.934530,22.28
2025-09-11 15:00:00.934530,17.87
2025-09-12 15:00:00.934530,22.73
2025-09-13 15:00:00.934530,22.28
2025-09-14 15:00:00.934530,13.23
2025-09-15 15:00:00.934530,15.69
2025-09-16 15:00:00.934530,19.23
2025-09-17 15:00:00.934530,15.3
2025-09-18 15:00:00.934530,23.25
2025-09-19 15:00:00.934530,17.89
2025-09-20 15:00:00.934530,17.36
2025-09-21 15:00:00.934530,19.19
2025-09-22 15:00:00.934530,16.93
2025-09-23 15:00:00.934530,21.32
2025-09-24 15:00:00.934530,15.08
2025-09-25 15:00:00.934530,21.24
2025-09-26 15:00:00.934530,22.19
2025-09-27 15:00:00.934530,12.47
2025-09-28 15:00:00.934530,22.67
2025-09-29 15:00:00.934530,13.28
2025-09-30 15:00:00.934530,20.14
2025-10-01 15:00:00.934530,20.03
2025-10-02 15:00:00.934530,14.15
2025-10-03 15:00:00.934530,21.97
2025-10-04 15:00:00.934530,21.01
2025-10-05 15:00:00.934530,13.56
2025-10-06 15:00:00.934530,21.85
2025-10-07 15:00:00.934530,23.74
2025-10-08 15:00:00.934530,12.29
2025-10-09 15:00:00.934530,17.51
2025-10-10 15:00:00.934530,21.86
2025-10-11 15:00:00.934530,15.59
2025-10-12 15:00:00.934530,13.76
2025-10-13 15:00:00.934530,13.0
2025-10-14 15:00:00.934530,14.61
2025-10-15 15:00:00.934530,22.04
2025-10-16 15:00:00.934530,16.33
2025-10-17 15:00:00.934530,15.58
2025-10-18 15:00:00.934530,14.58
2025-10-19 15:00:00.934530,21.24
2025-10-20 15:00:00.934530,17.03
2025-10-21 15:00:00.934530,20.33
2025-10-22 15:00:00.934530,14.45
2025-10-23 15:00:00.934530,17.31
2025-10-24 15:00:00.934530,13.49
2025-10-25 15:00:00.934530,17.23
2025-10-26 15:00:00.934530,18.97
2025-10-27 15:00:00.934530,18.1
2025-10-28 15:00:00.934530,23.66
2025-10-29 15:00:00.934530,20.63
2025-10-30 15:00:00.934530,20.85
2025-10-31 15:00:00.934530,12.66
2025-11-01 15:00:00.934530,21.66
2025-11-02 15:00:00.934530,13.48
2025-11-03 15:00:00.934530,15.51
2025-11-04 15:00:00.934530,17.02
2025-11-05 15:00:00.934530,15.38
2025-11-06 15:00:00.934530,13.0
2025-11-07 15:00:00.934530,19.67
2025-11-08 15:00:00.934530,20.45
2025-11-09 15:00:00.934530,12.97
2025-11-10 15:00:00.934530,14.55
2025-11-11 15:00:00.934530,23.7
2025-11-12 15:00:00.934530,12.45
2025-11-13 15:00:00.934530,13.61
2025-11-14 15:00:00.934530,23.3
2025-11-15 15:00:00.934530,16.0
2025-11-16 15:00:00.934530,20.25
2025-11-17 15:00:00.934530,16.4
2025-11-18 15:00:00.934530,22.52
2025-11-19 15:00:00.934530,17.05
2025-11-20 15:00:00.934530,16.04
2025-11-21 15:00:00.934530,21.47
2025-11-22 15:00:00.934530,14.44
2025-11-23 15:00:00.934530,15.43
2025-11-24 15:00:00.934530,17.24
2025-11-25 15:00:00.934530,21.17
2025-11-26 15:00:00.934530,13.43
2025-11-27 15:00:00.934530,20.06
2025-11-28 15:00:00.934530,18.24
2025-11-29 15:00:00.934530,12.85
2025-11-30 15:00:00.934530,15.03
2025-12-01 15:00:00.934530,23.38
2025-12-02 15:00:00.934530,22.45
2025-12-03 15:00:00.934530,12.31
2025-12-04 15:00:00.934530,22.9
2025-12-05 15:00:00.934530,13.14
2025-12-06 15:00:00.934530,15.87
2025-12-07 15:00:00.934530,19.01
2025-12-08 15:00:00.934530,18.81
2025-12-09 15:00:00.934530,19.96
2025-12-10 15:00:00.934530,23.24
2025-12-11 15:00:00.934530,16.65
2025-12-12 15:00:00.934530,18.67
2025-12-13 15:00:00.934530,20.09
2025-12-14 15:00:00.934530,12.54
2025-12-15 15:00:00.934530,22.76
2025-12-16 15:00:00.934530,23.01
2025-12-17 15:00:00.934530,17.58
2025-12-18 15:00:00.934530,13.38
2025-12-19 15:00:00.934530,22.67
2025-12-20 15:00:00.934530,22.15
2025-12-21 15:00:00.934530,14.69
2025-12-22 15:00:00.934530,16.6
2025-12-23 15:00:00.934530,14.54
2025-12-24 15:00:00.934530,17.7
2025-12-25 15:00:00.934530,19.6
2025-12-26 15:00:00.934530,20.03
2025-12-27 15:00:00.934530,16.3
2025-12-28 15:00:00.934530,17.17
2025-12-29 15:00:00.934530,20.35
2025-12-30 15:00:00.934530,23.37
2025-12-31 15:00:00.934530,22.69
2026-01-01 15:00:00.934530,14.61
2026-01-02 15:00:00.934530,15.39
2026-01-03 15:00:00.934530,23.81
2026-01-04 15:00:00.934530,18.4
2026-01-05 15:00:00.934530,20.27
2026-01-06 15:00:00.934530,15.65
2026-01-07 15:00:00.934530,14.4
2026-01-08 15:00:00.934530,21.98
2026-01-09 15:00:00.934530,17.62
2026-01-10 15:00:00.934530,15.4
2026-01-11 15:00:00.934530,18.51
2026-01-12 15:00:00.934530,19.67
2026-01-13 15:00:00.934530,23.99
2026-01-14 15:00:00.934530,15.88
2026-01-15 15:00:00.934530,19.69
2026-01-16 15:00:00.934530,15.44
2026-01-17 15:00:00.934530,23.1
2026-01-18 15:00:00.934530,13.12
2026-01-19 15:00:00.934530,13.45
2026-01-20 15:00:00.934530,20.14
2026-01-21 15:00:00.934530,22.23
2026-01-22 15:00:00.934530,15.09
2026-01-23 15:00:00.934530,19.76
2026-01-24 15:00:00.934530,17.86
2026-01-25 15:00:00.934530,16.24
2026-01-26 15:00:00.934530,14.09
2026-01-27 15:00:00.934530,23.3
2026-01-28 15:00:00.934530,17.36
2026-01-29 15:00:00.934530,20.9
2026-01-30 15:00:00.934530,13.46
2026-01-31 15:00:00.934530,12.03
2026-02-01 15:00:00.934530,18.45
2026-02-02 15:00:00.934530,19.09
2026-02-03 15:00:00.934530,19.81
2026-02-04 15:00:00.934530,22.31
2026-02-05 15:00:00.934530,18.4
2026-02-06 15:00:00.934530,18.65
2026-02-07 15:00:00.934530,21.34
2026-02-08 15:00:00.934530,23.65
2026-02-09 15:00:00.934530,15.79
2026-02-10 15:00:00.934530,22.69
2026-02-11 15:00:00.934530,23.21
2026-02-12 15:00:00.934530,13.98
2026-02-13 15:00:00.934530,18.75
2026-02-14 15:00:00.934530,22.41
2026-02-15 15:00:00.934530,21.48
2026-02-16 15:00:00.934530,20.58
2026-02-17 15:00:00.934530,20.1
2026-02-18 15:00:00.934530,14.87
2026-02-19 15:00:00.934530,13.85
2026-02-20 15:00:00.934530,21.68
2026-02-21 15:00:00.934530,19.51
2026-02-22 15:00:00.934530,14.78
2026-02-23 15:00:00.934530,20.46
2026-02-24 15:00:00.934530,20.83
2026-02-25 15:00:00.934530,20.16
2026-02-26 15:00:00.934530,23.13
2026-02-27 15:00:00.934530,17.13
2026-02-28 15:00:00.934530,15.27
2026-03-01 15:00:00.934530,16.86
2026-03-02 15:00:00.934530,17.98
2026-03-03 15:00:00.934530,17.78
2026-03-04 15:00:00.934530,20.18
2026-03-05 15:00:00.934530,17.28
2026-03-06 15:00:00.934530,16.98
2026-03-07 15:00:00.934530,18.44
2026-03-08 15:00:00.934530,12.0
2026-03-09 15:00:00.934530,18.0
2026-03-10 15:00:00.934530,13.44
2026-03-11 15:00:00.934530,13.64
2026-03-12 15:00:00.934530,18.32
2026-03-13 15:00:00.934530,23.54
2026-03-14 15:00:00.934530,21.69
2026-03-15 15:00:00.934530,16.34
2026-03-16 15:00:00.934530,23.92
2026-03-17 15:00:00.934530,21.52
2026-03-18 15:00:00.934530,19.48
2026-03-19 15:00:00.934530,20.67
2026-03-20 15:00:00.934530,23.33
