date,appliance,kwh
2025-04-01 15:00:00.769734,AC,1.48
2025-04-01 15:00:00.769734,Fan,2.3
2025-04-01 15:00:00.769734,TV,6.42
2025-04-01 15:00:00.769734,Fridge,3.37
2025-04-01 15:00:00.769734,Router,3.9
2025-04-02 15:00:00.769734,AC,4.33
2025-04-02 15:00:00.769734,Fan,5.14
2025-04-02 15:00:00.769734,TV,4.13
2025-04-02 15:00:00.769734,Fridge,6.68
2025-04-02 15:00:00.769734,Router,4.62
2025-04-03 15:00:00.769734,AC,2.78
2025-04-03 15:00:00.769734,Fan,4.21
2025-04-03 15:00:00.769734,TV,5.94
2025-04-03 15:00:00.769734,Fridge,4.74
2025-04-03 15:00:00.769734,Router,3.82
2025-04-04 15:00:00.769734,AC,2.93
2025-04-04 15:00:00.769734,Fan,7.13
2025-04-04 15:00:00.769734,TV,7.76
2025-04-04 15:00:00.769734,Fridge,8.75
2025-04-04 15:00:00.769734,Router,2.65
2025-04-05 15:00:00.769734,AC,1.4
2025-04-05 15:00:00.769734,Fan,7.69
2025-04-05 15:00:00.769734,TV,1.88
2025-04-05 15:00:00.769734,Fridge,8.87
2025-04-05 15:00:00.769734,Router,8.17
2025-04-06 15:00:00.769734,AC,2.98
2025-04-06 15:00:00.769734,Fan,7.6
2025-04-06 15:00:00.769734,TV,8.08
2025-04-06 15:00:00.769734,Fridge,3.77
2025-04-06 15:00:00.769734,Router,1.08
2025-04-07 15:00:00.769734,AC,2.44
2025-04-07 15:00:00.769734,Fan,3.7
2025-04-07 15:00:00.769734,TV,7.43
2025-04-07 15:00:00.769734,Fridge,5.31
2025-04-07 15:00:00.769734,Router,5.27
2025-04-08 15:00:00.769734,AC,5.92
2025-04-08 15:00:00.769734,Fan,3.97
2025-04-08 15:00:00.769734,TV,5.8
2025-04-08 15:00:00.769734,Fridge,0.96
2025-04-08 15:00:00.769734,Router,6.72
2025-04-09 15:00:00.769734,AC,6.31
2025-04-09 15:00:00.769734,Fan,2.9
2025-04-09 15:00:00.769734,TV,5.94
2025-04-09 15:00:00.769734,Fridge,4.21
2025-04-09 15:00:00.769734,Router,2.92
2025-04-10 15:00:00.769734,AC,3.72
2025-04-10 15:00:00.769734,Fan,1.12
2025-04-10 15:00:00.769734,TV,2.38
2025-04-10 15:00:00.769734,Fridge,6.08
2025-04-10 15:00:00.769734,Router,2.65
2025-04-11 15:00:00.769734,AC,6.76
2025-04-11 15:00:00.769734,Fan,4.65
2025-04-11 15:00:00.769734,TV,1.37
2025-04-11 15:00:00.769734,Fridge,1.25
2025-04-11 15:00:00.769734,Router,8.18
2025-04-12 15:00:00.769734,AC,5.19
2025-04-12 15:00:00.769734,Fan,8.61
2025-04-12 15:00:00.769734,TV,1.11
2025-04-12 15:00:00.769734,Fridge,4.05
2025-04-12 15:00:00.769734,Router,6.54
2025-04-13 15:00:00.769734,AC,2.98
2025-04-13 15:00:00.769734,Fan,1.59
2025-04-13 15:00:00.769734,TV,8.37
2025-04-13 15:00:00.769734,Fridge,1.99
2025-04-13 15:00:00.769734,Router,3.77
2025-04-14 15:00:00.769734,AC,7.95
2025-04-14 15:00:00.769734,Fan,4.29
2025-04-14 15:00:00.769734,TV,1.05
2025-04-14 15:00:00.769734,Fridge,2.88
2025-04-14 15:00:00.769734,Router,6.89
2025-04-15 15:00:00.769734,AC,0.75
2025-04-15 15:00:00.769734,Fan,6.41
2025-04-15 15:00:00.769734,TV,4.65
2025-04-15 15:00:00.769734,Fridge,2.2
2025-04-15 15:00:00.769734,Router,4.42
2025-04-16 15:00:00.769734,AC,4.53
2025-04-16 15:00:00.769734,Fan,4.23
2025-04-16 15:00:00.769734,TV,2.2
2025-04-16 15:00:00.769734,Fridge,2.23
2025-04-16 15:00:00.769734,Router,4.12
2025-04-17 15:00:00.769734,AC,8.25
2025-04-17 15:00:00.769734,Fan,3.59
2025-04-17 15:00:00.769734,TV,6.47
2025-04-17 15:00:00.769734,Fridge,3.14
2025-04-17 15:00:00.769734,Router,8.71
2025-04-18 15:00:00.769734,AC,3.76
2025-04-18 15:00:00.769734,Fan,4.58
2025-04-18 15:00:00.769734,TV,4.01
2025-04-18 15:00:00.769734,Fridge,6.11
2025-04-18 15:00:00.769734,Router,8.24
2025-04-19 15:00:00.769734,AC,5.09
2025-04-19 15:00:00.769734,Fan,8.82
2025-04-19 15:00:00.769734,TV,8.78
2025-04-19 15:00:00.769734,Fridge,0.96
2025-04-19 15:00:00.769734,Router,8.38
2025-04-20 15:00:00.769734,AC,8.74
2025-04-20 15:00:00.769734,Fan,3.82
2025-04-20 15:00:00.769734,TV,8.71
2025-04-20 15:00:00.769734,Fridge,7.56
2025-04-20 15:00:00.769734,Router,7.09
2025-04-21 15:00:00.769734,AC,4.59
2025-04-21 15:00:00.769734,Fan,6.38
2025-04-21 15:00:00.769734,TV,3.39
2025-04-21 15:00:00.769734,Fridge,2.0
2025-04-21 15:00:00.769734,Router,8.7
2025-04-22 15:00:00.769734,AC,2.46
2025-04-22 15:00:00.769734,Fan,3.94
2025-04-22 15:00:00.769734,TV,7.29
2025-04-22 15:00:00.769734,Fridge,7.4
2025-04-22 15:00:00.769734,Router,3.56
2025-04-23 15:00:00.769734,AC,2.84
2025-04-23 15:00:00.769734,Fan,4.02
2025-04-23 15:00:00.769734,TV,7.53
2025-04-23 15:00:00.769734,Fridge,5.4
2025-04-23 15:00:00.769734,Router,6.24
2025-04-24 15:00:00.769734,AC,5.19
2025-04-24 15:00:00.769734,Fan,7.45
2025-04-24 15:00:00.769734,TV,1.91
2025-04-24 15:00:00.769734,Fridge,1.33
2025-04-24 15:00:00.769734,Router,6.96
2025-04-25 15:00:00.769734,AC,4.89
2025-04-25 15:00:00.769734,Fan,3.62
2025-04-25 15:00:00.769734,TV,1.3
2025-04-25 15:00:00.769734,Fridge,3.58
2025-04-25 15:00:00.769734,Router,5.19
2025-04-26 15:00:00.769734,AC,5.62
2025-04-26 15:00:00.769734,Fan,7.42
2025-04-26 15:00:00.769734,TV,8.88
2025-04-26 15:00:00.769734,Fridge,2.39
2025-04-26 15:00:00.769734,Router,0.81
2025-04-27 15:00:00.769734,AC,7.98
2025-04-27 15:00:00.769734,Fan,4.46
2025-04-27 15:00:00.769734,TV,5.06
2025-04-27 15:00:00.769734,Fridge,8.05
2025-04-27 15:00:00.769734,Router,8.25
2025-04-28 15:00:00.769734,AC,6.0
2025-04-28 15:00:00.769734,Fan,3.85
2025-04-28 15:00:00.769734,TV,4.19
2025-04-28 15:00:00.769734,Fridge,4.98
2025-04-28 15:00:00.769734,Router,7.74
2025-04-29 15:00:00.769734,AC,2.21
2025-04-29 15:00:00.769734,Fan,6.91
2025-04-29 15:00:00.769734,TV,8.83
2025-04-29 15:00:00.769734,Fridge,4.4
2025-04-29 15:00:00.769734,Router,2.84
2025-04-30 15:00:00.769734,AC,7.54
2025-04-30 15:00:00.769734,Fan,2.97
2025-04-30 15:00:00.769734,TV,4.04
2025-04-30 15:00:00.769734,Fridge,2.8
2025-04-30 15:00:00.769734,Router,8.7
2025-05-01 15:00:00.769734,AC,8.35
2025-05-01 15:00:00.769734,Fan,5.28
2025-05-01 15:00:00.769734,TV,4.43
2025-05-01 15:00:00.769734,Fridge,3.17
2025-05-01 15:00:00.769734,Router,7.81
2025-05-02 15:00:00.769734,AC,6.84
2025-05-02 15:00:00.769734,Fan,7.43
2025-05-02 15:00:00.769734,TV,2.33
2025-05-02 15:00:00.769734,Fridge,4.16
2025-05-02 15:00:00.769734,Router,1.75
2025-05-03 15:00:00.769734,AC,3.67
2025-05-03 15:00:00.769734,Fan,4.56
2025-05-03 15:00:00.769734,TV,1.61
2025-05-03 15:00:00.769734,Fridge,3.98
2025-05-03 15:00:00.769734,Router,3.95
2025-05-04 15:00:00.769734,AC,5.22
2025-05-04 15:00:00.769734,Fan,7.77
2025-05-04 15:00:00.769734,TV,1.31
2025-05-04 15:00:00.769734,Fridge,5.53
2025-05-04 15:00:00.769734,Router,5.23
2025-05-05 15:00:00.769734,AC,6.97
2025-05-05 15:00:00.769734,Fan,5.56
2025-05-05 15:00:00.769734,TV,2.65
2025-05-05 15:00:00.769734,Fridge,6.86
2025-05-05 15:00:00.769734,Router,4.46
2025-05-06 15:00:00.769734,AC,4.45
2025-05-06 15:00:00.769734,Fan,3.19
2025-05-06 15:00:00.769734,TV,6.66
2025-05-06 15:00:00.769734,Fridge,1.58
2025-05-06 15:00:00.769734,Router,4.11
2025-05-07 15:00:00.769734,AC,1.3
2025-05-07 15:00:00.769734,Fan,4.5
2025-05-07 15:00:00.769734,TV,1.33
2025-05-07 15:00:00.769734,Fridge,3.55
2025-05-07 15:00:00.769734,Router,8.99
2025-05-08 15:00:00.769734,AC,4.94
2025-05-08 15:00:00.769734,Fan,4.58
2025-05-08 15:00:00.769734,TV,3.43
2025-05-08 15:00:00.769734,Fridge,5.27
2025-05-08 15:00:00.769734,Router,6.15
2025-05-09 15:00:00.769734,AC,0.76
2025-05-09 15:00:00.769734,Fan,6.13
2025-05-09 15:00:00.769734,TV,3.47
2025-05-09 15:00:00.769734,Fridge,7.25
2025-05-09 15:00:00.769734,Router,2.53
2025-05-10 15:00:00.769734,AC,8.79
2025-05-10 15:00:00.769734,Fan,5.13
2025-05-10 15:00:00.769734,TV,8.85
2025-05-10 15:00:00.769734,Fridge,3.1
2025-05-10 15:00:00.769734,Router,3.27
2025-05-11 15:00:00.769734,AC,6.59
2025-05-11 15:00:00.769734,Fan,6.38
2025-05-11 15:00:00.769734,TV,7.84
2025-05-11 15:00:00.769734,Fridge,2.53
2025-05-11 15:00:00.769734,Router,4.25
2025-05-12 15:00:00.769734,AC,7.16
2025-05-12 15:00:00.769734,Fan,2.5
2025-05-12 15:00:00.769734,TV,1.25
2025-05-12 15:00:00.769734,Fridge,1.75
2025-05-12 15:00:00.769734,Router,2.73
2025-05-13 15:00:00.769734,AC,7.87
2025-05-13 15:00:00.769734,Fan,6.96
2025-05-13 15:00:00.769734,TV,4.11
2025-05-13 15:00:00.769734,Fridge,7.46
2025-05-13 15:00:00.769734,Router,8.0
2025-05-14 15:00:00.769734,AC,3.12
2025-05-14 15:00:00.769734,Fan,6.89
2025-05-14 15:00:00.769734,TV,5.8
2025-05-14 15:00:00.769734,Fridge,2.93
2025-05-14 15:00:00.769734,Router,7.09
2025-05-15 15:00:00.769734,AC,0.89
2025-05-15 15:00:00.769734,Fan,4.16
2025-05-15 15:00:00.769734,TV,5.82
2025-05-15 15:00:00.769734,Fridge,7.39
2025-05-15 15:00:00.769734,Router,4.4
2025-05-16 15:00:00.769734,AC,2.67
2025-05-16 15:00:00.769734,Fan,1.98
2025-05-16 15:00:00.769734,TV,2.4
2025-05-16 15:00:00.769734,Fridge,1.25
2025-05-16 15:00:00.769734,Router,7.89
2025-05-17 15:00:00.769734,AC,8.64
2025-05-17 15:00:00.769734,Fan,8.98
2025-05-17 15:00:00.769734,TV,1.04
2025-05-17 15:00:00.769734,Fridge,8.76
2025-05-17 15:00:00.769734,Router,5.0
2025-05-18 15:00:00.769734,AC,4.55
2025-05-18 15:00:00.769734,Fan,5.51
2025-05-18 15:00:00.769734,TV,3.79
2025-05-18 15:00:00.769734,Fridge,6.76
2025-05-18 15:00:00.769734,Router,4.46
2025-05-19 15:00:00.769734,AC,2.97
2025-05-19 15:00:00.769734,Fan,7.67
2025-05-19 15:00:00.769734,TV,5.35
2025-05-19 15:00:00.769734,Fridge,7.36
2025-05-19 15:00:00.769734,Router,0.95
2025-05-20 15:00:00.769734,AC,1.52
2025-05-20 15:00:00.769734,Fan,7.65
2025-05-20 15:00:00.769734,TV,2.19
2025-05-20 15:00:00.769734,Fridge,6.57
2025-05-20 15:00:00.769734,Router,3.26
2025-05-21 15:00:00.769734,AC,3.1
2025-05-21 15:00:00.769734,Fan,3.16
2025-05-21 15:00:00.769734,TV,6.66
2025-05-21 15:00:00.769734,Fridge,2.2
2025-05-21 15:00:00.769734,Router,2.63
2025-05-22 15:00:00.769734,AC,1.34
2025-05-22 15:00:00.769734,Fan,5.91
2025-05-22 15:00:00.769734,TV,8.49
2025-05-22 15:00:00.769734,Fridge,1.25
2025-05-22 15:00:00.769734,Router,6.41
2025-05-23 15:00:00.769734,AC,2.04
2025-05-23 15:00:00.769734,Fan,1.32
2025-05-23 15:00:00.769734,TV,6.42
2025-05-23 15:00:00.769734,Fridge,6.28
2025-05-23 15:00:00.769734,Router,2.91
2025-05-24 15:00:00.769734,AC,5.46
2025-05-24 15:00:00.769734,Fan,8.19
2025-05-24 15:00:00.769734,TV,2.36
2025-05-24 15:00:00.769734,Fridge,5.58
2025-05-24 15:00:00.769734,Router,2.54
2025-05-25 15:00:00.769734,AC,1.86
2025-05-25 15:00:00.769734,Fan,6.66
2025-05-25 15:00:00.769734,TV,3.16
2025-05-25 15:00:00.769734,Fridge,8.11
2025-05-25 15:00:00.769734,Router,4.41
2025-05-26 15:00:00.769734,AC,2.01
2025-05-26 15:00:00.769734,Fan,6.11
2025-05-26 15:00:00.769734,TV,7.1
2025-05-26 15:00:00.769734,Fridge,5.69
2025-05-26 15:00:00.769734,Router,8.55
2025-05-27 15:00:00.769734,AC,3.35
2025-05-27 15:00:00.769734,Fan,8.55
2025-05-27 15:00:00.769734,TV,7.76
2025-05-27 15:00:00.769734,Fridge,5.34
2025-05-27 15:00:00.769734,Router,6.56
2025-05-28 15:00:00.769734,AC,8.63
2025-05-28 15:00:00.769734,Fan,3.13
2025-05-28 15:00:00.769734,TV,2.35
2025-05-28 15:00:00.769734,Fridge,1.31
2025-05-28 15:00:00.769734,Router,6.54
2025-05-29 15:00:00.769734,AC,6.05
2025-05-29 15:00:00.769734,Fan,4.06
2025-05-29 15:00:00.769734,TV,3.14
2025-05-29 15:00:00.769734,Fridge,6.47
2025-05-29 15:00:00.769734,Router,1.23
2025-05-30 15:00:00.769734,AC,5.61
2025-05-30 15:00:00.769734,Fan,4.77
2025-05-30 15:00:00.769734,TV,6.81
2025-05-30 15:00:00.769734,Fridge,4.12
2025-05-30 15:00:00.769734,Router,8.51
2025-05-31 15:00:00.769734,AC,8.11
2025-05-31 15:00:00.769734,Fan,1.32
2025-05-31 15:00:00.769734,TV,1.27
2025-05-31 15:00:00.769734,Fridge,7.92
2025-05-31 15:00:00.769734,Router,4.95
2025-06-01 15:00:00.769734,AC,8.83
2025-06-01 15:00:00.769734,Fan,2.49
2025-06-01 15:00:00.769734,TV,4.26
2025-06-01 15:00:00.769734,Fridge,2.88
2025-06-01 15:00:00.769734,Router,2.46
2025-06-02 15:00:00.769734,AC,7.78
2025-06-02 15:00:00.769734,Fan,5.15
2025-06-02 15:00:00.769734,TV,3.92
2025-06-02 15:00:00.769734,Fridge,4.85
2025-06-02 15:00:00.769734,Router,1.85
2025-06-03 15:00:00.769734,AC,8.61
2025-06-03 15:00:00.769734,Fan,3.76
2025-06-03 15:00:00.769734,TV,2.31
2025-06-03 15:00:00.769734,Fridge,7.67
2025-06-03 15:00:00.769734,Router,6.44
2025-06-04 15:00:00.769734,AC,6.93
2025-06-04 15:00:00.769734,Fan,8.45
2025-06-04 15:00:00.769734,TV,4.08
2025-06-04 15:00:00.769734,Fridge,5.14
2025-06-04 15:00:00.769734,Router,4.56
2025-06-05 15:00:00.769734,AC,2.92
2025-06-05 15:00:00.769734,Fan,3.18
2025-06-05 15:00:00.769734,TV,7.88
2025-06-05 15:00:00.769734,Fridge,6.45
2025-06-05 15:00:00.769734,Router,2.06
2025-06-06 15:00:00.769734,AC,8.79
2025-06-06 15:00:00.769734,Fan,3.5
2025-06-06 15:00:00.769734,TV,5.16
2025-06-06 15:00:00.769734,Fridge,4.51
2025-06-06 15:00:00.769734,Router,2.79
2025-06-07 15:00:00.769734,AC,1.14
2025-06-07 15:00:00.769734,Fan,8.27
2025-06-07 15:00:00.769734,TV,5.25
2025-06-07 15:00:00.769734,Fridge,5.84
2025-06-07 15:00:00.769734,Router,7.1
2025-06-08 15:00:00.769734,AC,1.16
2025-06-08 15:00:00.769734,Fan,7.04
2025-06-08 15:00:00.769734,TV,7.38
2025-06-08 15:00:00.769734,Fridge,7.61
2025-06-08 15:00:00.769734,Router,3.78
2025-06-09 15:00:00.769734,AC,6.58
2025-06-09 15:00:00.769734,Fan,3.64
2025-06-09 15:00:00.769734,TV,2.6
2025-06-09 15:00:00.769734,Fridge,5.29
2025-06-09 15:00:00.769734,Router,5.02
2025-06-10 15:00:00.769734,AC,6.38
2025-06-10 15:00:00.769734,Fan,4.53
2025-06-10 15:00:00.769734,TV,7.61
2025-06-10 15:00:00.769734,Fridge,3.22
2025-06-10 15:00:00.769734,Router,6.3
2025-06-11 15:00:00.769734,AC,8.52
2025-06-11 15:00:00.769734,Fan,6.19
2025-06-11 15:00:00.769734,TV,1.93
2025-06-11 15:00:00.769734,Fridge,3.41
2025-06-11 15:00:00.769734,Router,8.58
2025-06-12 15:00:00.769734,AC,2.63
2025-06-12 15:00:00.769734,Fan,8.03
2025-06-12 15:00:00.769734,TV,1.1
2025-06-12 15:00:00.769734,Fridge,8.58
2025-06-12 15:00:00.769734,Router,6.18
2025-06-13 15:00:00.769734,AC,2.07
2025-06-13 15:00:00.769734,Fan,5.78
2025-06-13 15:00:00.769734,TV,6.2
2025-06-13 15:00:00.769734,Fridge,8.94
2025-06-13 15:00:00.769734,Router,4.84
2025-06-14 15:00:00.769734,AC,8.22
2025-06-14 15:00:00.769734,Fan,6.49
2025-06-14 15:00:00.769734,TV,5.19
2025-06-14 15:00:00.769734,Fridge,2.36
2025-06-14 15:00:00.769734,Router,6.38
2025-06-15 15:00:00.769734,AC,5.99
2025-06-15 15:00:00.769734,Fan,6.72
2025-06-15 15:00:00.769734,TV,2.92
2025-06-15 15:00:00.769734,Fridge,5.97
2025-06-15 15:00:00.769734,Router,4.39
2025-06-16 15:00:00.769734,AC,5.56
2025-06-16 15:00:00.769734,Fan,2.72
2025-06-16 15:00:00.769734,TV,4.08
2025-06-16 15:00:00.769734,Fridge,4.54
2025-06-16 15:00:00.769734,Router,0.95
2025-06-17 15:00:00.769734,AC,1.99
2025-06-17 15:00:00.769734,Fan,6.9
2025-06-17 15:00:00.769734,TV,8.61
2025-06-17 15:00:00.769734,Fridge,4.4
2025-06-17 15:00:00.769734,Router,7.93
2025-06-18 15:00:00.769734,AC,5.64
2025-06-18 15:00:00.769734,Fan,2.43
2025-06-18 15:00:00.769734,TV,4.37
2025-06-18 15:00:00.769734,Fridge,1.66
2025-06-18 15:00:00.769734,Router,7.17
2025-06-19 15:00:00.769734,AC,5.59
2025-06-19 15:00:00.769734,Fan,8.75
2025-06-19 15:00:00.769734,TV,3.99
2025-06-19 15:00:00.769734,Fridge,3.43
2025-06-19 15:00:00.769734,Router,8.96
2025-06-20 15:00:00.769734,AC,0.85
2025-06-20 15:00:00.769734,Fan,1.7
2025-06-20 15:00:00.769734,TV,7.22
2025-06-20 15:00:00.769734,Fridge,7.2
2025-06-20 15:00:00.769734,Router,6.89
2025-06-21 15:00:00.769734,AC,5.5
2025-06-21 15:00:00.769734,Fan,5.71
2025-06-21 15:00:00.769734,TV,4.98
2025-06-21 15:00:00.769734,Fridge,6.57
2025-06-21 15:00:00.769734,Router,8.88
2025-06-22 15:00:00.769734,AC,6.68
2025-06-22 15:00:00.769734,Fan,8.09
2025-06-22 15:00:00.769734,TV,2.18
2025-06-22 15:00:00.769734,Fridge,4.65
2025-06-22 15:00:00.769734,Router,7.19
2025-06-23 15:00:00.769734,AC,7.3
2025-06-23 15:00:00.769734,Fan,1.09
2025-06-23 15:00:00.769734,TV,7.34
2025-06-23 15:00:00.769734,Fridge,2.35
2025-06-23 15:00:00.769734,Router,3.99
2025-06-24 15:00:00.769734,AC,8.4
2025-06-24 15:00:00.769734,Fan,0.98
2025-06-24 15:00:00.769734,TV,3.52
2025-06-24 15:00:00.769734,Fridge,7.19
2025-06-24 15:00:00.769734,Router,6.84
2025-06-25 15:00:00.769734,AC,3.78
2025-06-25 15:00:00.769734,Fan,7.92
2025-06-25 15:00:00.769734,TV,3.27
2025-06-25 15:00:00.769734,Fridge,2.62
2025-06-25 15:00:00.769734,Router,4.32
2025-06-26 15:00:00.769734,AC,1.44
2025-06-26 15:00:00.769734,Fan,1.48
2025-06-26 15:00:00.769734,TV,6.84
2025-06-26 15:00:00.769734,Fridge,2.11
2025-06-26 15:00:00.769734,Router,4.33
2025-06-27 15:00:00.769734,AC,2.06
2025-06-27 15:00:00.769734,Fan,3.54
2025-06-27 15:00:00.769734,TV,4.34
2025-06-27 15:00:00.769734,Fridge,6.16
2025-06-27 15:00:00.769734,Router,8.3
2025-06-28 15:00:00.769734,AC,6.92
2025-06-28 15:00:00.769734,Fan,8.73
2025-06-28 15:00:00.769734,TV,2.13
2025-06-28 15:00:00.769734,Fridge,4.77
2025-06-28 15:00:00.769734,Router,7.14
2025-06-29 15:00:00.769734,AC,6.42
2025-06-29 15:00:00.769734,Fan,1.67
2025-06-29 15:00:00.769734,TV,4.11
2025-06-29 15:00:00.769734,Fridge,3.65
2025-06-29 15:00:00.769734,Router,7.37
2025-06-30 15:00:00.769734,AC,3.69
2025-06-30 15:00:00.769734,Fan,4.04
2025-06-30 15:00:00.769734,TV,2.69
2025-06-30 15:00:00.769734,Fridge,1.66
2025-06-30 15:00:00.769734,Router,1.31
2025-07-01 15:00:00.769734,AC,2.05
2025-07-01 15:00:00.769734,Fan,8.27
2025-07-01 15:00:00.769734,TV,7.47
2025-07-01 15:00:00.769734,Fridge,6.78
2025-07-01 15:00:00.769734,Router,5.91
2025-07-02 15:00:00.769734,AC,4.17
2025-07-02 15:00:00.769734,Fan,7.01
2025-07-02 15:00:00.769734,TV,6.49
2025-07-02 15:00:00.769734,Fridge,2.29
2025-07-02 15:00:00.769734,Router,8.8
2025-07-03 15:00:00.769734,AC,7.14
2025-07-03 15:00:00.769734,Fan,1.91
2025-07-03 15:00:00.769734,TV,5.53
2025-07-03 15:00:00.769734,Fridge,3.4
2025-07-03 15:00:00.769734,Router,2.94
2025-07-04 15:00:00.769734,AC,8.14
2025-07-04 15:00:00.769734,Fan,8.73
2025-07-04 15:00:00.769734,TV,3.48
2025-07-04 15:00:00.769734,Fridge,7.14
2025-07-04 15:00:00.769734,Router,4.16
2025-07-05 15:00:00.769734,AC,6.19
2025-07-05 15:00:00.769734,Fan,7.33
2025-07-05 15:00:00.769734,TV,1.44
2025-07-05 15:00:00.769734,Fridge,4.0
2025-07-05 15:00:00.769734,Router,7.4
2025-07-06 15:00:00.769734,AC,1.5
2025-07-06 15:00:00.769734,Fan,3.95
2025-07-06 15:00:00.769734,TV,4.52
2025-07-06 15:00:00.769734,Fridge,5.02
2025-07-06 15:00:00.769734,Router,7.56
2025-07-07 15:00:00.769734,AC,8.66
2025-07-07 15:00:00.769734,Fan,3.9
2025-07-07 15:00:00.769734,TV,8.27
2025-07-07 15:00:00.769734,Fridge,6.56
2025-07-07 15:00:00.769734,Router,8.15
2025-07-08 15:00:00.769734,AC,5.83
2025-07-08 15:00:00.769734,Fan,4.53
2025-07-08 15:00:00.769734,TV,6.35
2025-07-08 15:00:00.769734,Fridge,3.21
2025-07-08 15:00:00.769734,Router,6.22
2025-07-09 15:00:00.769734,AC,8.06
2025-07-09 15:00:00.769734,Fan,8.55
2025-07-09 15:00:00.769734,TV,7.57
2025-07-09 15:00:00.769734,Fridge,2.14
2025-07-09 15:00:00.769734,Router,6.18
2025-07-10 15:00:00.769734,AC,4.13
2025-07-10 15:00:00.769734,Fan,8.33
2025-07-10 15:00:00.769734,TV,5.25
2025-07-10 15:00:00.769734,Fridge,1.4
2025-07-10 15:00:00.769734,Router,6.12
2025-07-11 15:00:00.769734,AC,7.18
2025-07-11 15:00:00.769734,Fan,3.2
2025-07-11 15:00:00.769734,TV,8.62
2025-07-11 15:00:00.769734,Fridge,4.03
2025-07-11 15:00:00.769734,Router,4.61
2025-07-12 15:00:00.769734,AC,2.58
2025-07-12 15:00:00.769734,Fan,3.11
2025-07-12 15:00:00.769734,TV,6.7
2025-07-12 15:00:00.769734,Fridge,5.66
2025-07-12 15:00:00.769734,Router,7.07
2025-07-13 15:00:00.769734,AC,6.46
2025-07-13 15:00:00.769734,Fan,3.8
2025-07-13 15:00:00.769734,TV,8.68
2025-07-13 15:00:00.769734,Fridge,2.79
2025-07-13 15:00:00.769734,Router,1.51
2025-07-14 15:00:00.769734,AC,1.42
2025-07-14 15:00:00.769734,Fan,5.49
2025-07-14 15:00:00.769734,TV,3.86
2025-07-14 15:00:00.769734,Fridge,3.03
2025-07-14 15:00:00.769734,Router,2.29
2025-07-15 15:00:00.769734,AC,6.79
2025-07-15 15:00:00.769734,Fan,3.24
2025-07-15 15:00:00.769734,TV,6.08
2025-07-15 15:00:00.769734,Fridge,1.57
2025-07-15 15:00:00.769734,Router,7.68
2025-07-16 15:00:00.769734,AC,5.73
2025-07-16 15:00:00.769734,Fan,4.96
2025-07-16 15:00:00.769734,TV,4.47
2025-07-16 15:00:00.769734,Fridge,7.85
2025-07-16 15:00:00.769734,Router,5.5
2025-07-17 15:00:00.769734,AC,3.81
2025-07-17 15:00:00.769734,Fan,6.57
