date,appliance,kwh
2026-01-02 15:00:00.893741,TV,3.14
2026-01-02 15:00:00.893741,Fridge,2.36
2026-01-02 15:00:00.893741,Router,2.94
2026-01-03 15:00:00.893741,AC,0.51
2026-01-03 15:00:00.893741,Fan,3.35
2026-01-03 15:00:00.893741,TV,0.99
2026-01-03 15:00:00.893741,Fridge,1.37
2026-01-03 15:00:00.893741,Router,0.68
2026-01-04 15:00:00.893741,AC,1.77
2026-01-04 15:00:00.893741,Fan,1.94
2026-01-04 15:00:00.893741,TV,3.16
2026-01-04 15:00:00.893741,Fridge,2.22
2026-01-04 15:00:00.893741,Router,2.89
2026-01-05 15:00:00.893741,AC,2.45
2026-01-05 15:00:00.893741,Fan,0.64
2026-01-05 15:00:00.893741,TV,2.14
2026-01-05 15:00:00.893741,Fridge,2.67
2026-01-05 15:00:00.893741,Router,0.88
2026-01-06 15:00:00.893741,AC,0.93
2026-01-06 15:00:00.893741,Fan,0.6
2026-01-06 15:00:00.893741,TV,3.04
2026-01-06 15:00:00.893741,Fridge,2.91
2026-01-06 15:00:00.893741,Router,0.9
2026-01-07 15:00:00.893741,AC,2.13
2026-01-07 15:00:00.893741,Fan,0.46
2026-01-07 15:00:00.893741,TV,2.36
2026-01-07 15:00:00.893741,Fridge,3.27
2026-01-07 15:00:00.893741,Router,0.83
2026-01-08 15:00:00.893741,AC,2.05
2026-01-08 15:00:00.893741,Fan,1.97
2026-01-08 15:00:00.893741,TV,1.46
2026-01-08 15:00:00.893741,Fridge,2.69
2026-01-08 15:00:00.893741,Router,1.67
2026-01-09 15:00:00.893741,AC,3.51
2026-01-09 15:00:00.893741,Fan,2.82
2026-01-09 15:00:00.893741,TV,3.14
2026-01-09 15:00:00.893741,Fridge,3.1
2026-01-09 15:00:00.893741,Router,2.9
2026-01-10 15:00:00.893741,AC,2.63
2026-01-10 15:00:00.893741,Fan,2.08
2026-01-10 15:00:00.893741,TV,3.05
2026-01-10 15:00:00.893741,Fridge,0.68
2026-01-10 15:00:00.893741,Router,2.07
2026-01-11 15:00:00.893741,AC,0.84
2026-01-11 15:00:00.893741,Fan,2.85
2026-01-11 15:00:00.893741,TV,2.11
2026-01-11 15:00:00.893741,Fridge,2.61
2026-01-11 15:00:00.893741,Router,0.79
2026-01-12 15:00:00.893741,AC,1.15
2026-01-12 15:00:00.893741,Fan,3.19
2026-01-12 15:00:00.893741,TV,0.62
2026-01-12 15:00:00.893741,Fridge,1.79
2026-01-12 15:00:00.893741,Router,2.44
2026-01-13 15:00:00.893741,AC,1.36
2026-01-13 15:00:00.893741,Fan,2.81
2026-01-13 15:00:00.893741,TV,2.35
2026-01-13 15:00:00.893741,Fridge,0.48
2026-01-13 15:00:00.893741,Router,2.31
2026-01-14 15:00:00.893741,AC,1.97
2026-01-14 15:00:00.893741,Fan,0.38
2026-01-14 15:00:00.893741,TV,0.31
2026-01-14 15:00:00.893741,Fridge,3.38
2026-01-14 15:00:00.893741,Router,1.95
2026-01-15 15:00:00.893741,AC,2.96
2026-01-15 15:00:00.893741,Fan,2.1
2026-01-15 15:00:00.893741,TV,2.24
2026-01-15 15:00:00.893741,Fridge,0.86
2026-01-15 15:00:00.893741,Router,1.85
2026-01-16 15:00:00.893741,AC,2.25
2026-01-16 15:00:00.893741,Fan,1.83
2026-01-16 15:00:00.893741,TV,1.82
2026-01-16 15:00:00.893741,Fridge,0.69
2026-01-16 15:00:00.893741,Router,2.12
2026-01-17 15:00:00.893741,AC,0.32
2026-01-17 15:00:00.893741,Fan,3.2
2026-01-17 15:00:00.893741,TV,1.03
2026-01-17 15:00:00.893741,Fridge,2.64
2026-01-17 15:00:00.893741,Router,0.95
2026-01-18 15:00:00.893741,AC,1.26
2026-01-18 15:00:00.893741,Fan,2.77
2026-01-18 15:00:00.893741,TV,3.13
2026-01-18 15:00:00.893741,Fridge,3.33
2026-01-18 15:00:00.893741,Router,0.46
2026-01-19 15:00:00.893741,AC,1.24
2026-01-19 15:00:00.893741,Fan,2.51
2026-01-19 15:00:00.893741,TV,3.15
2026-01-19 15:00:00.893741,Fridge,2.65
2026-01-19 15:00:00.893741,Router,1.38
2026-01-20 15:00:00.893741,AC,2.27
2026-01-20 15:00:00.893741,Fan,1.43
2026-01-20 15:00:00.893741,TV,1.75
2026-01-20 15:00:00.893741,Fridge,3.55
2026-01-20 15:00:00.893741,Router,1.27
2026-01-21 15:00:00.893741,AC,3.57
2026-01-21 15:00:00.893741,Fan,2.56
2026-01-21 15:00:00.893741,TV,1.02
2026-01-21 15:00:00.893741,Fridge,2.19
2026-01-21 15:00:00.893741,Router,2.75
2026-01-22 15:00:00.893741,AC,0.72
2026-01-22 15:00:00.893741,Fan,1.03
2026-01-22 15:00:00.893741,TV,1.51
2026-01-22 15:00:00.893741,Fridge,1.78
2026-01-22 15:00:00.893741,Router,0.74
2026-01-23 15:00:00.893741,AC,3.47
2026-01-23 15:00:00.893741,Fan,0.85
2026-01-23 15:00:00.893741,TV,1.5
2026-01-23 15:00:00.893741,Fridge,3.13
2026-01-23 15:00:00.893741,Router,1.22
2026-01-24 15:00:00.893741,AC,1.26
2026-01-24 15:00:00.893741,Fan,2.49
2026-01-24 15:00:00.893741,TV,0.72
2026-01-24 15:00:00.893741,Fridge,0.5
2026-01-24 15:00:00.893741,Router,3.13
2026-01-25 15:00:00.893741,AC,2.33
2026-01-25 15:00:00.893741,Fan,2.29
2026-01-25 15:00:00.893741,TV,2.15
2026-01-25 15:00:00.893741,Fridge,0.72
2026-01-25 15:00:00.893741,Router,0.82
2026-01-26 15:00:00.893741,AC,1.36
2026-01-26 15:00:00.893741,Fan,3.35
2026-01-26 15:00:00.893741,TV,3.14
2026-01-26 15:00:00.893741,Fridge,3.21
2026-01-26 15:00:00.893741,Router,2.27
2026-01-27 15:00:00.893741,AC,1.34
2026-01-27 15:00:00.893741,Fan,2.52
2026-01-27 15:00:00.893741,TV,1.42
2026-01-27 15:00:00.893741,Fridge,0.91
2026-01-27 15:00:00.893741,Router,2.67
2026-01-28 15:00:00.893741,AC,1.72
2026-01-28 15:00:00.893741,Fan,0.98
2026-01-28 15:00:00.893741,TV,2.97
2026-01-28 15:00:00.893741,Fridge,2.52
2026-01-28 15:00:00.893741,Router,0.76
2026-01-29 15:00:00.893741,AC,2.05
2026-01-29 15:00:00.893741,Fan,2.0
2026-01-29 15:00:00.893741,TV,2.46
2026-01-29 15:00:00.893741,Fridge,0.4
2026-01-29 15:00:00.893741,Router,1.85
2026-01-30 15:00:00.893741,AC,1.59
2026-01-30 15:00:00.893741,Fan,0.75
2026-01-30 15:00:00.893741,TV,3.22
2026-01-30 15:00:00.893741,Fridge,0.71
2026-01-30 15:00:00.893741,Router,1.47
2026-01-31 15:00:00.893741,AC,2.02
2026-01-31 15:00:00.893741,Fan,1.24
2026-01-31 15:00:00.893741,TV,2.44
2026-01-31 15:00:00.893741,Fridge,1.44
2026-01-31 15:00:00.893741,Router,2.74
2026-02-01 15:00:00.893741,AC,1.11
2026-02-01 15:00:00.893741,Fan,0.44
2026-02-01 15:00:00.893741,TV,2.17
2026-02-01 15:00:00.893741,Fridge,2.52
2026-02-01 15:00:00.893741,Router,1.81
2026-02-02 15:00:00.893741,AC,3.18
2026-02-02 15:00:00.893741,Fan,2.22
2026-02-02 15:00:00.893741,TV,2.32
2026-02-02 15:00:00.893741,Fridge,1.43
2026-02-02 15:00:00.893741,Router,2.37
2026-02-03 15:00:00.893741,AC,1.3
2026-02-03 15:00:00.893741,Fan,2.26
2026-02-03 15:00:00.893741,TV,1.85
2026-02-03 15:00:00.893741,Fridge,2.42
2026-02-03 15:00:00.893741,Router,0.56
2026-02-04 15:00:00.893741,AC,1.95
2026-02-04 15:00:00.893741,Fan,3.42
2026-02-04 15:00:00.893741,TV,3.14
2026-02-04 15:00:00.893741,Fridge,0.59
2026-02-04 15:00:00.893741,Router,2.49
2026-02-05 15:00:00.893741,AC,0.35
2026-02-05 15:00:00.893741,Fan,1.78
2026-02-05 15:00:00.893741,TV,3.29
2026-02-05 15:00:00.893741,Fridge,2.96
2026-02-05 15:00:00.893741,Router,2.42
2026-02-06 15:00:00.893741,AC,0.34
2026-02-06 15:00:00.893741,Fan,0.93
2026-02-06 15:00:00.893741,TV,1.83
2026-02-06 15:00:00.893741,Fridge,2.24
2026-02-06 15:00:00.893741,Router,0.81
2026-02-07 15:00:00.893741,AC,1.96
2026-02-07 15:00:00.893741,Fan,0.71
2026-02-07 15:00:00.893741,TV,0.3
2026-02-07 15:00:00.893741,Fridge,1.11
2026-02-07 15:00:00.893741,Router,0.99
2026-02-08 15:00:00.893741,AC,1.97
2026-02-08 15:00:00.893741,Fan,2.46
2026-02-08 15:00:00.893741,TV,1.01
2026-02-08 15:00:00.893741,Fridge,2.3
2026-02-08 15:00:00.893741,Router,1.91
2026-02-09 15:00:00.893741,AC,2.74
2026-02-09 15:00:00.893741,Fan,2.75
2026-02-09 15:00:00.893741,TV,3.6
2026-02-09 15:00:00.893741,Fridge,2.11
2026-02-09 15:00:00.893741,Router,3.5
2026-02-10 15:00:00.893741,AC,1.97
2026-02-10 15:00:00.893741,Fan,1.6
2026-02-10 15:00:00.893741,TV,2.64
2026-02-10 15:00:00.893741,Fridge,3.32
2026-02-10 15:00:00.893741,Router,2.21
2026-02-11 15:00:00.893741,AC,0.68
2026-02-11 15:00:00.893741,Fan,2.78
2026-02-11 15:00:00.893741,TV,1.73
2026-02-11 15:00:00.893741,Fridge,2.11
2026-02-11 15:00:00.893741,Router,2.38
2026-02-12 15:00:00.893741,AC,1.27
2026-02-12 15:00:00.893741,Fan,3.05
2026-02-12 15:00:00.893741,TV,0.83
2026-02-12 15:00:00.893741,Fridge,1.82
2026-02-12 15:00:00.893741,Router,3.0
2026-02-13 15:00:00.893741,AC,3.32
2026-02-13 15:00:00.893741,Fan,3.27
2026-02-13 15:00:00.893741,TV,2.76
2026-02-13 15:00:00.893741,Fridge,2.67
2026-02-13 15:00:00.893741,Router,2.87
2026-02-14 15:00:00.893741,AC,3.35
2026-02-14 15:00:00.893741,Fan,0.6
2026-02-14 15:00:00.893741,TV,2.95
2026-02-14 15:00:00.893741,Fridge,1.09
2026-02-14 15:00:00.893741,Router,1.89
2026-02-15 15:00:00.893741,AC,2.88
2026-02-15 15:00:00.893741,Fan,0.41
2026-02-15 15:00:00.893741,TV,2.47
2026-02-15 15:00:00.893741,Fridge,2.55
2026-02-15 15:00:00.893741,Router,1.56
2026-02-16 15:00:00.893741,AC,2.15
2026-02-16 15:00:00.893741,Fan,2.91
2026-02-16 15:00:00.893741,TV,3.43
2026-02-16 15:00:00.893741,Fridge,2.15
2026-02-16 15:00:00.893741,Router,2.4
2026-02-17 15:00:00.893741,AC,0.48
2026-02-17 15:00:00.893741,Fan,2.12
2026-02-17 15:00:00.893741,TV,0.84
2026-02-17 15:00:00.893741,Fridge,0.54
2026-02-17 15:00:00.893741,Router,1.43
2026-02-18 15:00:00.893741,AC,3.45
2026-02-18 15:00:00.893741,Fan,2.64
2026-02-18 15:00:00.893741,TV,0.94
2026-02-18 15:00:00.893741,Fridge,1.1
2026-02-18 15:00:00.893741,Router,1.5
2026-02-19 15:00:00.893741,AC,3.32
2026-02-19 15:00:00.893741,Fan,2.48
2026-02-19 15:00:00.893741,TV,3.08
2026-02-19 15:00:00.893741,Fridge,2.27
2026-02-19 15:00:00.893741,Router,1.65
2026-02-20 15:00:00.893741,AC,1.49
2026-02-20 15:00:00.893741,Fan,1.34
2026-02-20 15:00:00.893741,TV,2.42
2026-02-20 15:00:00.893741,Fridge,3.22
2026-02-20 15:00:00.893741,Router,1.71
2026-02-21 15:00:00.893741,AC,0.36
2026-02-21 15:00:00.893741,Fan,2.08
2026-02-21 15:00:00.893741,TV,3.18
2026-02-21 15:00:00.893741,Fridge,1.96
2026-02-21 15:00:00.893741,Router,0.82
2026-02-22 15:00:00.893741,AC,0.45
2026-02-22 15:00:00.893741,Fan,3.09
2026-02-22 15:00:00.893741,TV,3.45
2026-02-22 15:00:00.893741,Fridge,1.92
2026-02-22 15:00:00.893741,Router,0.33
2026-02-23 15:00:00.893741,AC,3.55
2026-02-23 15:00:00.893741,Fan,2.83
2026-02-23 15:00:00.893741,TV,1.34
2026-02-23 15:00:00.893741,Fridge,3.34
2026-02-23 15:00:00.893741,Router,0.63
2026-02-24 15:00:00.893741,AC,1.35
2026-02-24 15:00:00.893741,Fan,2.03
2026-02-24 15:00:00.893741,TV,2.22
2026-02-24 15:00:00.893741,Fridge,1.64
2026-02-24 15:00:00.893741,Router,3.27
2026-02-25 15:00:00.893741,AC,3.37
2026-02-25 15:00:00.893741,Fan,3.58
2026-02-25 15:00:00.893741,TV,2.25
2026-02-25 15:00:00.893741,Fridge,0.89
2026-02-25 15:00:00.893741,Router,3.41
2026-02-26 15:00:00.893741,AC,1.09
2026-02-26 15:00:00.893741,Fan,1.03
2026-02-26 15:00:00.893741,TV,3.13
2026-02-26 15:00:00.893741,Fridge,3.0
2026-02-26 15:00:00.893741,Router,1.84
2026-02-27 15:00:00.893741,AC,3.08
2026-02-27 15:00:00.893741,Fan,1.46
2026-02-27 15:00:00.893741,TV,1.54
2026-02-27 15:00:00.893741,Fridge,2.99
2026-02-27 15:00:00.893741,Router,2.83
2026-02-28 15:00:00.893741,AC,2.08
2026-02-28 15:00:00.893741,Fan,3.4
2026-02-28 15:00:00.893741,TV,1.42
2026-02-28 15:00:00.893741,Fridge,1.14
2026-02-28 15:00:00.893741,Router,0.45
2026-03-01 15:00:00.893741,AC,3.27
2026-03-01 15:00:00.893741,Fan,3.57
2026-03-01 15:00:00.893741,TV,1.8
2026-03-01 15:00:00.893741,Fridge,2.09
2026-03-01 15:00:00.893741,Router,2.92
2026-03-02 15:00:00.893741,AC,0.65
2026-03-02 15:00:00.893741,Fan,3.53
2026-03-02 15:00:00.893741,TV,3.33
2026-03-02 15:00:00.893741,Fridge,0.44
2026-03-02 15:00:00.893741,Router,2.54
2026-03-03 15:00:00.893741,AC,0.57
2026-03-03 15:00:00.893741,Fan,1.34
2026-03-03 15:00:00.893741,TV,3.28
2026-03-03 15:00:00.893741,Fridge,3.12
2026-03-03 15:00:00.893741,Router,1.45
2026-03-04 15:00:00.893741,AC,2.41
2026-03-04 15:00:00.893741,Fan,1.77
2026-03-04 15:00:00.893741,TV,1.5
2026-03-04 15:00:00.893741,Fridge,2.06
2026-03-04 15:00:00.893741,Router,2.05
2026-03-05 15:00:00.893741,AC,3.52
2026-03-05 15:00:00.893741,Fan,1.87
2026-03-05 15:00:00.893741,TV,1.68
2026-03-05 15:00:00.893741,Fridge,1.95
2026-03-05 15:00:00.893741,Router,1.86
2026-03-06 15:00:00.893741,AC,3.28
2026-03-06 15:00:00.893741,Fan,1.6
2026-03-06 15:00:00.893741,TV,1.22
2026-03-06 15:00:00.893741,Fridge,2.96
2026-03-06 15:00:00.893741,Router,3.49
2026-03-07 15:00:00.893741,AC,2.18
2026-03-07 15:00:00.893741,Fan,3.45
2026-03-07 15:00:00.893741,TV,1.85
2026-03-07 15:00:00.893741,Fridge,0.85
2026-03-07 15:00:00.893741,Router,1.3
2026-03-08 15:00:00.893741,AC,1.36
2026-03-08 15:00:00.893741,Fan,2.09
2026-03-08 15:00:00.893741,TV,2.89
2026-03-08 15:00:00.893741,Fridge,0.77
2026-03-08 15:00:00.893741,Router,1.36
2026-03-09 15:00:00.893741,AC,1.53
2026-03-09 15:00:00.893741,Fan,2.15
2026-03-09 15:00:00.893741,TV,3.36
2026-03-09 15:00:00.893741,Fridge,0.91
2026-03-09 15:00:00.893741,Router,3.05
2026-03-10 15:00:00.893741,AC,1.64
2026-03-10 15:00:00.893741,Fan,3.56
2026-03-10 15:00:00.893741,TV,0.36
2026-03-10 15:00:00.893741,Fridge,1.37
2026-03-10 15:00:00.893741,Router,2.79
2026-03-11 15:00:00.893741,AC,0.43
2026-03-11 15:00:00.893741,Fan,3.09
2026-03-11 15:00:00.893741,TV,0.84
2026-03-11 15:00:00.893741,Fridge,2.61
2026-03-11 15:00:00.893741,Router,0.75
2026-03-12 15:00:00.893741,AC,0.59
2026-03-12 15:00:00.893741,Fan,1.63
2026-03-12 15:00:00.893741,TV,3.05
2026-03-12 15:00:00.893741,Fridge,0.48
2026-03-12 15:00:00.893741,Router,0.43
2026-03-13 15:00:00.893741,AC,1.9
2026-03-13 15:00:00.893741,Fan,0.77
2026-03-13 15:00:00.893741,TV,2.34
2026-03-13 15:00:00.893741,Fridge,1.0
2026-03-13 15:00:00.893741,Router,2.97
2026-03-14 15:00:00.893741,AC,1.56
2026-03-14 15:00:00.893741,Fan,3.06
2026-03-14 15:00:00.893741,TV,2.06
2026-03-14 15:00:00.893741,Fridge,2.53
2026-03-14 15:00:00.893741,Router,0.84
2026-03-15 15:00:00.893741,AC,3.39
2026-03-15 15:00:00.893741,Fan,1.15
2026-03-15 15:00:00.893741,TV,3.28
2026-03-15 15:00:00.893741,Fridge,1.95
2026-03-15 15:00:00.893741,Router,0.83
2026-03-16 15:00:00.893741,AC,0.46
2026-03-16 15:00:00.893741,Fan,2.49
2026-03-16 15:00:00.893741,TV,0.56
2026-03-16 15:00:00.893741,Fridge,2.77
2026-03-16 15:00:00.893741,Router,3.24
2026-03-17 15:00:00.893741,AC,0.34
2026-03-17 15:00:00.893741,Fan,2.84
2026-03-17 15:00:00.893741,TV,1.34
2026-03-17 15:00:00.893741,Fridge,1.12
2026-03-17 15:00:00.893741,Router,3.43
2026-03-18 15:00:00.893741,AC,2.01
2026-03-18 15:00:00.893741,Fan,2.09
2026-03-18 15:00:00.893741,TV,1.92
2026-03-18 15:00:00.893741,Fridge,2.23
2026-03-18 15:00:00.893741,Router,3.35
2026-03-19 15:00:00.893741,AC,0.75
2026-03-19 15:00:00.893741,Fan,0.91
2026-03-19 15:00:00.893741,TV,0.67
2026-03-19 15:00:00.893741,Fridge,2.01
2026-03-19 15:00:00.893741,Router,1.9
2026-03-20 15:00:00.893741,AC,1.14
2026-03-20 15:00:00.893741,Fan,0.67
2026-03-20 15:00:00.893741,TV,0.45
2026-03-20 15:00:00.893741,Fridge,0.42
2026-03-20 15:00:00.893741,Router,1.32
